"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Rab11b"	-0.019	-0.191	0.153	10.481	-0.234	0.818	0.87	0.212
"Zfand5"	0.022	-0.176	0.219	12.774	0.233	0.818	0.87	0.094
"Ftmt"	0.035	-0.279	0.349	1.647	0.233	0.818	0.87	0.388
"Olr540"	0.097	-0.78	0.974	1.586	0.233	0.818	0.87	0.243
"Polr3b"	0.028	-0.224	0.28	8.98	0.233	0.819	0.87	0.359
"Robo4"	-0.036	-0.367	0.294	6.981	-0.233	0.819	0.871	0.061
"Alpi"	0.047	-0.383	0.477	1.426	0.233	0.819	0.871	0.152
"Rnase1"	-0.064	-0.647	0.518	4.179	-0.233	0.819	0.871	0.067
"Zfp354c"	0.031	-0.252	0.315	6.71	0.232	0.819	0.871	0.072
"Ntn5"	-0.028	-0.287	0.23	5.088	-0.232	0.819	0.871	0.051
"Ptprz1"	-0.02	-0.197	0.158	11.628	-0.232	0.819	0.871	0.132
"Azi2"	0.013	-0.103	0.129	11.605	0.232	0.82	0.871	0.091
"Atp2b4"	-0.059	-0.592	0.475	4.494	-0.231	0.82	0.871	0.566
"RGD1559534"	-0.029	-0.292	0.235	12.166	-0.231	0.82	0.872	0.528
"Cercam"	0.027	-0.223	0.278	10.563	0.231	0.82	0.872	0.295
"Olr796"	-0.034	-0.341	0.274	4.647	-0.231	0.82	0.872	0.065
"Ak7"	0.079	-0.644	0.801	5.639	0.23	0.821	0.873	0.146
"Trim14"	0.03	-0.246	0.306	4.764	0.229	0.821	0.873	0.058
"Gucy2d"	0.087	-0.712	0.885	4.351	0.229	0.822	0.873	0.142
"Zfp275"	0.034	-0.28	0.348	5.293	0.229	0.822	0.873	0.057
"Ppm1l"	0.016	-0.134	0.166	8.015	0.228	0.822	0.873	0.095
"Ankrd36"	-0.12	-1.23	0.99	4.148	-0.228	0.822	0.873	0.079
"Olr152"	0.068	-0.559	0.694	4.368	0.228	0.822	0.874	0.214
"Kif12"	-0.112	-1.148	0.924	2.51	-0.228	0.823	0.874	0.223
"Scyl2"	-0.028	-0.286	0.23	5.35	-0.227	0.823	0.874	0.115
"Ttll10"	0.071	-0.592	0.735	2.825	0.227	0.823	0.874	0.346
"Col23a1"	-0.046	-0.477	0.385	8.692	-0.227	0.823	0.874	0.068
"Pcsk7"	-0.016	-0.169	0.137	9.817	-0.226	0.824	0.874	0.276
"Synpo"	-0.023	-0.238	0.192	7.682	-0.226	0.824	0.875	0.075
"Alpl"	-0.084	-0.868	0.7	10.534	-0.226	0.824	0.875	0.072
"Pcdhb1"	0.056	-0.47	0.583	1.55	0.226	0.824	0.875	0.078
"Flrt3"	0.031	-0.257	0.318	8.584	0.225	0.824	0.875	0.079
"LOC259246"	-0.048	-0.505	0.408	5.246	-0.224	0.825	0.876	0.143
"Agbl4"	-0.028	-0.293	0.236	1.67	-0.224	0.825	0.876	0.136
"Olr289"	0.098	-0.827	1.023	1.645	0.224	0.826	0.876	0.123
"Lhx6"	-0.062	-0.643	0.52	2.319	-0.224	0.826	0.876	0.123
"Myo1a"	0.15	-1.268	1.568	2.213	0.224	0.826	0.876	0.091
"Ttc37"	0.022	-0.182	0.226	7.164	0.224	0.826	0.876	0.076
"AA926063"	0.095	-0.803	0.992	3.738	0.223	0.826	0.876	0.051
"MGC114483"	-0.018	-0.191	0.154	1.533	-0.223	0.826	0.876	0.072
"Olr244"	-0.011	-0.113	0.092	1.416	-0.223	0.826	0.876	0.076
"RGD1562218"	-0.015	-0.16	0.129	9.831	-0.223	0.826	0.876	0.077
"Bpifb4"	0.044	-0.372	0.46	5.686	0.223	0.826	0.876	0.208
"Olr1686"	-0.148	-1.551	1.254	2.194	-0.223	0.826	0.876	0.102
"Arl15"	-0.025	-0.264	0.214	5.333	-0.223	0.826	0.876	0.086
"Il2rg"	-0.038	-0.395	0.32	6.842	-0.222	0.827	0.877	0.07
"Arl9"	-0.062	-0.651	0.527	1.596	-0.222	0.827	0.877	0.218
"Foxa1"	-0.012	-0.123	0.1	1.508	-0.222	0.827	0.877	0.366
"Olr1274"	0.028	-0.239	0.295	1.68	0.222	0.827	0.877	0.459
"Olr141"	0.163	-1.384	1.71	2.275	0.222	0.827	0.877	0.049
"Taf7l"	-0.138	-1.453	1.176	2.032	-0.222	0.827	0.877	0.059
"Sox15"	0.024	-0.201	0.248	5.017	0.222	0.827	0.877	0.049
"Olr1505"	0.065	-0.553	0.683	2.049	0.221	0.828	0.877	0.213
"Rhox13"	-0.117	-1.235	1.001	1.937	-0.221	0.828	0.877	0.056
"Xkr8"	0.017	-0.149	0.183	7.822	0.221	0.828	0.877	0.08
"Olr365"	-0.023	-0.244	0.198	1.54	-0.221	0.828	0.877	0.056
"Amotl2"	-0.026	-0.277	0.225	5.905	-0.221	0.828	0.877	0.24
"Olr418"	0.066	-0.563	0.694	1.57	0.22	0.828	0.877	0.07
"Olr1614"	0.063	-0.54	0.666	1.542	0.22	0.828	0.878	0.06
"Gipc3"	-0.113	-1.195	0.969	2.999	-0.22	0.829	0.878	0.055
"Ccin"	-0.067	-0.707	0.574	3.442	-0.22	0.829	0.878	0.154
"Fam47a"	0.01	-0.087	0.107	1.361	0.219	0.829	0.878	0.202
"Cdkn1b"	0.02	-0.175	0.215	12.483	0.219	0.829	0.878	0.087
"RGD1562641"	0.065	-0.565	0.695	1.894	0.218	0.83	0.879	0.105
"Prap1"	-0.096	-1.021	0.83	2.19	-0.218	0.83	0.879	0.096
"Vom2r67"	0.145	-1.258	1.547	1.715	0.218	0.83	0.879	0.076
"Akr1d1"	-0.033	-0.349	0.284	1.719	-0.218	0.83	0.879	0.117
"LOC499584"	-0.073	-0.783	0.636	2.183	-0.218	0.83	0.879	0.209
"Foxred1"	-0.025	-0.269	0.218	7.45	-0.217	0.831	0.879	0.081
"Prokr1"	0.033	-0.291	0.358	3.862	0.217	0.831	0.879	0.072
"LOC690000"	0.021	-0.182	0.223	7.36	0.216	0.831	0.88	0.151
"Atp10b"	-0.031	-0.335	0.273	1.625	-0.216	0.831	0.88	0.085
"Col17a1"	-0.027	-0.286	0.233	1.652	-0.216	0.832	0.88	0.087
"Olr1449"	0.095	-0.834	1.024	1.678	0.216	0.832	0.88	0.102
"Fjx1"	-0.045	-0.48	0.391	9.304	-0.216	0.832	0.88	0.048
"Pdlim3"	-0.04	-0.427	0.348	9.12	-0.216	0.832	0.88	0.373
"Csn1s2b"	-0.098	-1.065	0.868	1.63	-0.215	0.832	0.881	0.132
"Mstn"	-0.052	-0.567	0.462	3.001	-0.215	0.832	0.881	0.102
"Chrd"	-0.03	-0.329	0.268	8.288	-0.214	0.833	0.881	0.068
"Vwce"	-0.072	-0.785	0.64	3.97	-0.214	0.833	0.881	0.093
"Pla2g10"	0.058	-0.518	0.635	3.584	0.214	0.833	0.881	0.069
"Hdac10"	-0.021	-0.226	0.184	10.254	-0.214	0.833	0.881	0.084
"Dtwd1"	0.094	-0.831	1.018	10.04	0.214	0.833	0.881	0.062
"Slc9a8"	0.023	-0.208	0.255	5.697	0.214	0.833	0.881	0.059
"Prss34"	-0.073	-0.792	0.646	2.103	-0.214	0.833	0.881	0.096
"B4galt3"	0.014	-0.124	0.151	13.233	0.213	0.834	0.882	0.128
"Olr222"	-0.116	-1.265	1.033	1.916	-0.213	0.834	0.882	0.066
"Tekt2"	-0.057	-0.624	0.509	9.076	-0.213	0.834	0.882	0.084
"Olr3"	0.044	-0.395	0.483	11.165	0.213	0.834	0.882	0.05
"Scrn2"	0.027	-0.239	0.292	8.195	0.213	0.834	0.882	0.08
"Itgav"	-0.024	-0.258	0.211	7.378	-0.212	0.835	0.882	0.334
"Maob"	0.035	-0.31	0.38	9.555	0.212	0.835	0.882	0.073
"Ttyh1"	0.04	-0.362	0.443	12.612	0.212	0.835	0.882	0.139
"Fam83e"	0.091	-0.818	1	2.345	0.211	0.835	0.882	0.069
"Aire"	-0.033	-0.367	0.3	1.519	-0.211	0.835	0.883	0.242
"Fcamr"	-0.03	-0.329	0.269	1.694	-0.211	0.835	0.883	0.105
"Fxyd4"	0.117	-1.051	1.284	2.154	0.211	0.835	0.883	0.487
"Vom2r57"	0.096	-0.867	1.06	1.681	0.211	0.835	0.883	0.078
"Acsbg2"	-0.108	-1.184	0.969	2.218	-0.211	0.836	0.883	0.102
"Samd7"	0.069	-0.62	0.757	1.542	0.211	0.836	0.883	0.121
"Myl3"	0.028	-0.254	0.31	4.538	0.21	0.836	0.883	0.082
"Olr1125"	0.041	-0.373	0.456	1.48	0.21	0.836	0.883	0.091
"Rexo1"	-0.021	-0.231	0.189	8.444	-0.21	0.836	0.883	0.197
"Olr1236"	0.039	-0.354	0.432	4.684	0.21	0.836	0.883	0.325
"Spg7"	-0.024	-0.269	0.22	11.454	-0.21	0.837	0.883	0.068
"Pou4f3"	-0.083	-0.92	0.754	1.811	-0.209	0.837	0.883	0.087
"Cdc40"	-0.019	-0.208	0.171	7.011	-0.209	0.837	0.884	0.096
"Nepn"	-0.03	-0.335	0.275	1.78	-0.209	0.837	0.884	0.063
"Arg1"	0.103	-0.939	1.144	11.668	0.208	0.838	0.884	0.164
"Rtn4ip1"	0.042	-0.383	0.467	7.565	0.208	0.838	0.884	0.087
"Olr1147"	-0.029	-0.325	0.267	1.785	-0.208	0.838	0.884	0.185
"Ang"	-0.028	-0.316	0.259	10.113	-0.207	0.838	0.885	0.053
"Cdx4"	0.086	-0.787	0.958	2.259	0.207	0.838	0.885	0.072
"Mogat3"	0.073	-0.671	0.817	1.921	0.207	0.838	0.885	0.095
"Nr1h5"	-0.024	-0.265	0.218	1.533	-0.207	0.839	0.885	0.13
"Acoxl"	-0.188	-2.109	1.733	3.017	-0.206	0.839	0.885	0.164
"Dctn2"	-0.02	-0.224	0.184	13.764	-0.206	0.839	0.885	0.076
"Abhd12b"	-0.072	-0.806	0.663	1.595	-0.206	0.839	0.885	0.229
"Aqp8"	0.102	-0.943	1.147	2.896	0.206	0.839	0.885	0.346
"Pcyox1"	-0.016	-0.178	0.147	13.645	-0.206	0.839	0.885	0.147
"Olr860"	-0.074	-0.831	0.684	2.307	-0.206	0.84	0.886	0.235
"Mettl7b"	-0.084	-0.943	0.775	2.205	-0.205	0.84	0.886	0.061
"Mfsd10"	-0.159	-1.792	1.474	9.04	-0.206	0.84	0.886	0.506
"Numbl"	-0.031	-0.352	0.29	5.253	-0.205	0.84	0.886	0.051
"Satl1"	-0.092	-1.036	0.852	1.788	-0.205	0.84	0.886	0.09
"Best3"	-0.093	-1.048	0.862	1.888	-0.205	0.84	0.886	0.139
"Mrps5"	0.019	-0.172	0.209	9.773	0.205	0.84	0.886	0.128
"Olr416"	-0.104	-1.171	0.964	2.365	-0.205	0.84	0.886	0.247
"Olr479"	-0.142	-1.609	1.324	1.79	-0.205	0.84	0.886	0.128
"RGD1310495"	0.027	-0.252	0.306	7.15	0.205	0.84	0.886	0.143
"Sbk1"	-0.02	-0.225	0.185	5.545	-0.205	0.84	0.886	0.11
"Sh3tc2"	-0.052	-0.587	0.483	6.248	-0.205	0.84	0.886	0.067
"Vegp2"	0.116	-1.081	1.313	2.3	0.205	0.84	0.886	0.183
"Vom2r29"	-0.009	-0.107	0.088	1.38	-0.205	0.84	0.886	0.18
"Tdrd12"	0.038	-0.355	0.431	6.308	0.204	0.841	0.886	0.091
"Olr1632"	-0.027	-0.306	0.252	1.769	-0.204	0.841	0.886	0.75
"Golga1"	0.035	-0.325	0.394	5.671	0.204	0.841	0.886	0.238
"Egfl7"	-0.027	-0.306	0.252	12.526	-0.204	0.841	0.886	0.065
"LOC286987"	-0.235	-2.671	2.202	5.364	-0.203	0.841	0.886	0.188
"Lypla2"	0.017	-0.161	0.196	11.918	0.203	0.841	0.886	0.088
"Cdc37"	-0.017	-0.196	0.162	12.159	-0.203	0.842	0.887	0.329
"Epc1"	0.021	-0.198	0.24	7.193	0.203	0.842	0.887	0.05
"Olr1219"	0.183	-1.726	2.092	1.937	0.202	0.842	0.887	0.149
"Numb"	-0.019	-0.215	0.177	7.834	-0.202	0.842	0.887	0.075
"Cyp2f4"	0.079	-0.746	0.904	2.602	0.202	0.842	0.887	0.17
"Selp"	0.133	-1.263	1.529	2.28	0.201	0.843	0.888	0.107
"Tas2r110"	0.037	-0.353	0.428	1.628	0.201	0.843	0.888	0.185
"Adamdec1"	0.133	-1.268	1.534	1.964	0.201	0.843	0.888	0.19
"Ptpn20"	0.02	-0.191	0.231	1.573	0.201	0.843	0.888	0.279
"Vom2r11"	0.168	-1.604	1.939	2.298	0.2	0.844	0.888	0.153
"Olr536"	0.083	-0.799	0.966	4.724	0.2	0.844	0.889	0.055
"Zfp146"	0.018	-0.17	0.205	9.384	0.199	0.845	0.889	0.088
"Mllt1"	0.031	-0.299	0.361	5.93	0.198	0.846	0.89	0.279
"Serpini2"	-0.052	-0.61	0.506	2.317	-0.198	0.845	0.89	0.157
"Olr315"	-0.104	-1.22	1.012	2.321	-0.197	0.846	0.89	0.137
"Satb2"	0.046	-0.448	0.54	5.544	0.197	0.846	0.89	0.089
"Ac1576"	0.032	-0.31	0.374	1.498	0.197	0.847	0.891	0.73
"Poli"	0.045	-0.436	0.525	4.156	0.197	0.847	0.891	0.088
"Slc25a16"	0.026	-0.258	0.311	5.725	0.196	0.847	0.891	0.076
"Olr1252"	0.061	-0.6	0.723	3.546	0.196	0.847	0.891	0.179
"Olr748"	-0.063	-0.745	0.618	1.56	-0.196	0.847	0.891	0.125
"Adrb3"	-0.067	-0.791	0.657	3.005	-0.196	0.847	0.891	0.083
"Tctn1"	0.035	-0.341	0.41	4.666	0.196	0.847	0.891	0.197
"Olr380"	-0.089	-1.054	0.875	2.551	-0.195	0.847	0.891	0.34
"Olr734"	-0.267	-3.148	2.614	3.193	-0.195	0.847	0.891	0.198
"LOC689230"	-0.028	-0.336	0.279	1.527	-0.195	0.848	0.892	0.175
"Ermap"	0.045	-0.444	0.534	3.904	0.194	0.848	0.892	0.16
"Olr1490"	0.097	-0.955	1.149	2.488	0.194	0.848	0.892	0.393
"Lypd1"	0.035	-0.348	0.418	9	0.193	0.849	0.892	0.062
"Pex5"	-0.028	-0.339	0.282	6.35	-0.193	0.849	0.892	0.138
"Rbp4"	-0.051	-0.603	0.502	11.585	-0.193	0.849	0.892	0.088
"Trmt6"	0.018	-0.182	0.219	10.15	0.193	0.849	0.892	0.142
"LOC501618"	-0.071	-0.851	0.708	3.88	-0.193	0.849	0.893	0.073
"Nlrp4b"	0.039	-0.386	0.463	1.644	0.193	0.849	0.893	0.269
"Zfyve27"	-0.012	-0.146	0.121	11.709	-0.193	0.849	0.893	0.623
"Ppard"	-0.019	-0.223	0.186	6.108	-0.193	0.849	0.893	0.46
"Pla2g4c"	0.094	-0.941	1.13	1.748	0.192	0.85	0.893	0.34
"Sim1"	-0.058	-0.699	0.582	1.682	-0.192	0.85	0.893	0.192
"Gli3"	-0.035	-0.421	0.351	3.671	-0.192	0.85	0.893	0.127
"Olr1414"	0.085	-0.845	1.014	1.795	0.192	0.85	0.893	0.13
"Taar7d"	-0.055	-0.655	0.545	1.66	-0.192	0.85	0.893	0.091
"Cox4i2"	-0.013	-0.162	0.135	10.462	-0.192	0.85	0.893	0.064
"Fbxl21"	0.027	-0.266	0.32	5.836	0.191	0.851	0.893	0.075
"Sh2d4a"	-0.06	-0.716	0.597	1.951	-0.191	0.851	0.893	0.06
"Pmfbp1"	-0.033	-0.395	0.33	5.71	-0.191	0.851	0.894	0.585
"Eif2s3y"	0.055	-0.557	0.668	1.526	0.191	0.851	0.894	0.083
"Ighe"	0.076	-0.763	0.915	4.045	0.191	0.851	0.894	0.329
"RGD1563334"	0.123	-1.235	1.48	1.933	0.191	0.851	0.894	0.056
"Rnaseh1"	0.014	-0.139	0.167	11.913	0.19	0.852	0.894	0.18
"Mbnl3"	-0.073	-0.879	0.734	1.847	-0.19	0.852	0.894	0.047
"Prokr2"	0.021	-0.208	0.249	6.194	0.19	0.852	0.894	0.072
"Ccr1l1"	0.045	-0.456	0.545	4.18	0.189	0.852	0.894	0.057
"Ctrb1"	0.019	-0.189	0.227	9.269	0.189	0.852	0.894	0.082
"RGD1562485"	-0.024	-0.294	0.245	1.7	-0.189	0.852	0.894	0.156
"Olr1479"	0.047	-0.481	0.575	4.027	0.188	0.853	0.895	0.218
"Olr190"	-0.04	-0.493	0.412	1.738	-0.188	0.853	0.895	0.137
"Efnb2"	0.071	-0.729	0.871	1.792	0.187	0.854	0.896	0.244
"Prl7a3"	-0.081	-0.996	0.834	1.764	-0.187	0.854	0.896	0.079
"Mark3"	0.01	-0.105	0.125	12.301	0.187	0.854	0.896	0.054
"Olr1156"	0.06	-0.619	0.74	1.546	0.187	0.854	0.896	0.104
"Krt82"	0.105	-1.087	1.298	1.889	0.187	0.854	0.896	0.095
"Olr111"	0.092	-0.948	1.132	1.978	0.187	0.854	0.896	0.087
"Crebbp"	-0.026	-0.318	0.267	9.966	-0.186	0.854	0.896	0.122
"Rasa2"	0.025	-0.26	0.311	8.595	0.186	0.855	0.896	0.113
"Wdr76"	-0.062	-0.769	0.645	2.547	-0.186	0.855	0.897	0.076
"Olr529"	-0.092	-1.135	0.952	2.079	-0.185	0.855	0.897	0.094
"Dppa3"	0.03	-0.307	0.366	4.282	0.185	0.855	0.897	0.081
"Unc45b"	-0.135	-1.675	1.405	3.42	-0.185	0.855	0.897	0.281
"Rabif"	0.014	-0.141	0.168	10.019	0.185	0.856	0.897	0.098
"Chd2"	0.013	-0.132	0.158	9.624	0.185	0.856	0.897	0.067
"Il4"	-0.041	-0.506	0.425	2.174	-0.185	0.856	0.897	0.088
"Rdm1"	0.018	-0.183	0.218	9.15	0.184	0.856	0.897	0.083
"Dppa1"	-0.055	-0.683	0.573	3.221	-0.184	0.856	0.897	0.202
"Olr1257"	0.042	-0.436	0.519	1.749	0.183	0.857	0.898	0.202
"Cldn22"	-0.028	-0.353	0.296	5.127	-0.183	0.857	0.898	0.109
"Zbtb45"	0.011	-0.111	0.132	11.367	0.183	0.857	0.898	0.121
"Itih2"	0.091	-0.959	1.14	3.309	0.183	0.857	0.898	0.135
"Arih2"	0.1	-1.056	1.256	8.461	0.183	0.857	0.898	0.153
"RGD1560341"	0.014	-0.146	0.174	11.946	0.182	0.857	0.898	0.254
"Prl7b1"	0.03	-0.319	0.379	1.696	0.182	0.858	0.898	0.131
"Olr440"	-0.025	-0.317	0.267	1.639	-0.182	0.858	0.899	0.098
"Zc3h13"	0.014	-0.149	0.177	10.615	0.181	0.858	0.899	0.066
"Mrgprb3"	0.069	-0.74	0.879	1.596	0.181	0.859	0.899	0.066
"Cd24"	0.038	-0.404	0.479	13.091	0.181	0.859	0.899	0.128
"Aadacl2"	0.035	-0.372	0.442	1.492	0.181	0.859	0.899	0.107
"Ctsq"	0.034	-0.359	0.426	3.651	0.181	0.859	0.899	0.094
"Hdac4"	0.009	-0.096	0.114	7.944	0.18	0.859	0.9	0.166
"Trim33"	-0.021	-0.268	0.226	6.912	-0.18	0.859	0.9	0.071
"Olr131"	-0.055	-0.698	0.589	1.902	-0.179	0.86	0.9	0.078
"Clpb"	-0.015	-0.194	0.164	10.522	-0.179	0.86	0.9	0.068
"Olr1132"	0.015	-0.16	0.189	1.525	0.179	0.86	0.9	0.072
"Barhl1"	-0.017	-0.213	0.18	6.218	-0.178	0.861	0.901	0.107
"Olr1138"	0.051	-0.549	0.65	1.626	0.178	0.861	0.901	0.389
"RGD1563978"	0.137	-1.492	1.766	1.747	0.177	0.861	0.901	0.064
"Olr780"	0.104	-1.14	1.348	3.433	0.177	0.862	0.902	0.051
"LOC686063"	-0.072	-0.936	0.792	3.187	-0.177	0.862	0.902	0.046
"Tapt1"	-0.041	-0.535	0.453	4.92	-0.177	0.862	0.902	0.385
"Espn"	0.016	-0.18	0.213	7.875	0.176	0.862	0.902	0.119
"Trim31"	-0.008	-0.106	0.09	1.399	-0.176	0.862	0.902	0.332
"Cdh26"	0.041	-0.446	0.527	3.908	0.176	0.862	0.902	0.143
"Lsm3"	0.016	-0.174	0.206	14.718	0.176	0.862	0.902	0.1
"Myo7b"	0.098	-1.084	1.281	2.716	0.176	0.862	0.902	0.068
"Gstm6l"	0.084	-0.929	1.097	3.156	0.175	0.863	0.902	0.097
"LOC307084"	0.029	-0.32	0.377	8.632	0.175	0.863	0.903	0.075
"Ccdc120"	0.051	-0.563	0.665	7.238	0.175	0.863	0.903	0.066
"Cyp2ab1"	0.037	-0.409	0.483	6.395	0.175	0.863	0.903	0.124
"Kank3"	0.022	-0.242	0.286	9.716	0.175	0.863	0.903	0.418
"Txnrd2"	0.017	-0.183	0.216	11.466	0.174	0.864	0.903	0.043
"Vill"	0.045	-0.495	0.585	5.437	0.174	0.864	0.903	0.093
"LOC689396"	-0.048	-0.632	0.536	1.518	-0.174	0.864	0.903	0.192
"RGD1564324"	-0.061	-0.807	0.685	2.132	-0.173	0.865	0.904	0.197
"Hoxc12"	-0.015	-0.203	0.172	1.543	-0.173	0.865	0.904	0.114
"Pik3cb"	-0.019	-0.252	0.214	8.713	-0.173	0.865	0.904	0.069
"Olr877"	-0.007	-0.093	0.079	1.382	-0.173	0.865	0.904	0.046
"Mylk"	0.022	-0.252	0.297	8.359	0.172	0.865	0.904	0.073
"Pars2"	-0.018	-0.24	0.204	9.357	-0.171	0.866	0.905	0.067
"Olr349"	-0.06	-0.795	0.676	1.66	-0.171	0.866	0.905	0.282
"Ppan"	0.053	-0.61	0.716	13.469	0.17	0.867	0.906	0.206
"Ide"	0.012	-0.143	0.168	10.753	0.17	0.867	0.906	0.088
"Olr962"	-0.067	-0.895	0.762	1.744	-0.17	0.867	0.906	0.088
"Acer1"	-0.028	-0.38	0.324	4.258	-0.169	0.868	0.906	0.08
"RGD1560146"	-0.01	-0.128	0.109	1.491	-0.169	0.868	0.906	0.094
"Myct1"	-0.058	-0.781	0.665	2.186	-0.169	0.868	0.907	0.169
"Mrps24"	0.008	-0.098	0.115	13.391	0.169	0.868	0.907	0.204
"Olr119"	0.112	-1.286	1.509	3.272	0.169	0.868	0.907	0.089
"Olr334"	0.007	-0.076	0.089	1.351	0.168	0.869	0.907	0.063
"Gramd1a"	0.02	-0.234	0.274	10.249	0.168	0.869	0.907	0.106
"Slco1a1"	0.082	-0.945	1.109	1.554	0.168	0.869	0.907	0.102
"R3hcc1"	-0.011	-0.154	0.132	13.268	-0.167	0.869	0.907	0.083
"Igkv28"	0.059	-0.684	0.802	1.574	0.167	0.869	0.907	0.105
"Zg16"	0.023	-0.267	0.312	6.03	0.167	0.869	0.908	0.121
"Rhog"	0.013	-0.152	0.179	13.045	0.166	0.87	0.908	0.063
"mrpl24"	-0.008	-0.116	0.099	12.274	-0.166	0.87	0.908	0.12
"Ppp2r2a"	-0.016	-0.221	0.189	10.722	-0.165	0.871	0.909	0.105
"Ltv1"	0.011	-0.132	0.154	10.498	0.165	0.871	0.909	0.148
"Med19"	0.011	-0.133	0.156	9.48	0.165	0.871	0.909	0.339
"Rab1b"	-0.023	-0.312	0.267	6.743	-0.165	0.871	0.909	0.162
"Rpe"	0.02	-0.235	0.274	8.61	0.164	0.871	0.909	0.116
"Emg1"	-0.016	-0.22	0.188	9.222	-0.164	0.872	0.909	0.152
"RGD1564129"	0.049	-0.581	0.679	2.321	0.164	0.872	0.909	0.077
"Scai"	-0.019	-0.264	0.226	5.481	-0.164	0.872	0.909	0.084
"Olr442"	0.007	-0.081	0.094	1.343	0.164	0.872	0.909	0.249
"Bet1"	0.014	-0.161	0.188	10.387	0.163	0.872	0.91	0.096
"Gabrb2"	0.029	-0.349	0.408	5.101	0.163	0.872	0.91	0.235
"Cldn3"	0.025	-0.299	0.349	7.111	0.163	0.873	0.91	0.181
"Dcdc2"	-0.037	-0.511	0.438	6.8	-0.163	0.873	0.91	0.092
"Olr837"	0.023	-0.278	0.324	5.121	0.163	0.873	0.91	0.125
"Bles03"	-0.013	-0.183	0.157	10.542	-0.161	0.874	0.911	0.078
"Olr1115"	-0.061	-0.866	0.743	3.292	-0.161	0.874	0.911	0.295
"Cyp4a8"	0.036	-0.431	0.502	2.614	0.161	0.874	0.911	0.115
"Hoxb1"	0.053	-0.642	0.748	4.96	0.161	0.874	0.911	0.054
"Ppp1r2"	0.011	-0.137	0.16	11.014	0.161	0.874	0.911	0.058
"Topors"	0.019	-0.235	0.274	9.271	0.16	0.875	0.911	0.329
"Cpvl"	0.116	-1.409	1.641	2.487	0.16	0.875	0.911	0.088
"Slc34a3"	0.115	-1.399	1.628	2.712	0.16	0.875	0.912	0.188
"Vom2r-ps59"	0.041	-0.5	0.581	1.638	0.16	0.875	0.912	0.115
"Arfrp1"	0.013	-0.161	0.187	10.521	0.158	0.876	0.913	0.567
"LOC499469"	-0.015	-0.219	0.189	1.398	-0.158	0.877	0.913	0.221
"Dpp9"	0.021	-0.261	0.303	9.22	0.157	0.877	0.913	0.23
"Zfp36l3"	-0.055	-0.789	0.679	8.646	-0.158	0.877	0.913	0.109
"Ly6e"	0.029	-0.365	0.423	8.664	0.157	0.877	0.913	0.164
"Olr298"	0.012	-0.145	0.168	1.546	0.157	0.877	0.913	0.088
"Gpr55"	0.03	-0.369	0.428	4.714	0.157	0.877	0.914	0.086
"Amigo3"	0.023	-0.29	0.336	4.288	0.157	0.877	0.914	0.271
"Gnb3"	0.028	-0.353	0.409	7.236	0.156	0.878	0.914	0.605
"Katnal2"	-0.029	-0.425	0.367	4.695	-0.156	0.878	0.914	0.131
"Lcn4"	-0.017	-0.253	0.218	1.409	-0.156	0.878	0.914	0.256
"Yipf2"	0.011	-0.135	0.156	9.808	0.156	0.878	0.914	0.307
"F13b"	-0.03	-0.445	0.384	1.475	-0.155	0.879	0.915	0.188
"Rfx2"	0.02	-0.258	0.299	6.459	0.155	0.879	0.915	0.19
"Slc6a2"	-0.026	-0.377	0.326	4.332	-0.155	0.879	0.915	0.082
"Zfp64"	0.017	-0.215	0.249	9.553	0.155	0.879	0.915	0.097
"Serpina10"	0.032	-0.41	0.474	1.83	0.154	0.879	0.915	0.127
"LOC257650"	0.017	-0.215	0.249	10.717	0.154	0.88	0.915	0.106
"Gigyf1"	-0.023	-0.344	0.298	4.975	-0.153	0.88	0.916	0.173
"Nr6a1"	0.072	-0.916	1.06	2.113	0.153	0.88	0.916	0.141
"Abra"	0.036	-0.46	0.532	4.1	0.153	0.88	0.916	0.201
"Btbd9"	0.02	-0.255	0.295	8.447	0.153	0.88	0.916	0.256
"Fpr1"	0.025	-0.319	0.368	1.451	0.153	0.88	0.916	0.201
"Nkx6-3"	0.029	-0.376	0.435	4.692	0.153	0.88	0.916	0.57
"Paip1"	0.04	-0.51	0.589	10.712	0.153	0.88	0.916	0.839
"Slc23a1"	-0.034	-0.507	0.439	4.203	-0.153	0.88	0.916	0.436
"Taar9"	0.048	-0.608	0.703	4.423	0.153	0.88	0.916	0.141
"Nf1"	-0.084	-1.254	1.085	5.706	-0.152	0.881	0.916	0.201
"Olr515"	0.098	-1.258	1.453	1.871	0.152	0.881	0.916	0.413
"Taar7a"	0.085	-1.09	1.259	1.824	0.152	0.881	0.916	0.404
"Olr1845"	0.007	-0.093	0.108	1.436	0.151	0.881	0.916	0.095
"RGD1560883"	0.035	-0.457	0.528	1.64	0.151	0.882	0.917	0.061
"Vof16"	-0.03	-0.455	0.394	6.82	-0.151	0.882	0.917	0.046
"LOC680907"	0.033	-0.425	0.491	1.599	0.151	0.882	0.917	0.414
"Npffr1"	0.036	-0.472	0.544	1.5	0.15	0.883	0.917	0.07
"Wee1"	0.013	-0.17	0.197	8.674	0.15	0.883	0.917	0.176
"Cyp8b1"	-0.029	-0.436	0.378	4.097	-0.15	0.883	0.917	0.597
