"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Gprasp2"	-1.215	-1.506	-0.924	11.763	-8.823	9.79e-08	7.2e-07	0.121
"Pim3"	-0.946	-1.173	-0.72	14.112	-8.822	9.81e-08	7.21e-07	0.077
"Vasp"	1.31	0.996	1.623	8.199	8.822	9.8e-08	7.21e-07	0.052
"RGD1559574"	0.51	0.388	0.632	15.881	8.821	9.82e-08	7.21e-07	0.072
"Kcnb2"	-2.252	-2.791	-1.713	5.731	-8.82	9.84e-08	7.23e-07	0.148
"Kcnh7"	-1.405	-1.741	-1.068	5.871	-8.813	9.94e-08	7.3e-07	0.258
"Zfp91"	-0.526	-0.652	-0.4	12.159	-8.811	9.98e-08	7.32e-07	0.521
"Lamp2"	0.796	0.605	0.987	12.999	8.81	1e-07	7.33e-07	0.405
"Arpc2"	0.801	0.609	0.993	12.911	8.806	1.01e-07	7.37e-07	0.107
"Slc6a6"	1.005	0.764	1.246	9.484	8.805	1.01e-07	7.38e-07	0.258
"Cntn4"	-1.933	-2.397	-1.47	6.158	-8.801	1.01e-07	7.42e-07	0.424
"Lix1"	-2.171	-2.692	-1.651	10.753	-8.801	1.01e-07	7.42e-07	0.264
"Tmem126b"	-0.544	-0.674	-0.414	13.137	-8.799	1.02e-07	7.44e-07	0.251
"Trpc6"	1.407	1.07	1.745	7.412	8.798	1.02e-07	7.45e-07	0.101
"Cdkn3"	2.216	1.685	2.748	10.783	8.797	1.02e-07	7.45e-07	0.2
"Wasf2"	1.123	0.854	1.393	10.807	8.797	1.02e-07	7.45e-07	0.057
"Pgp"	-0.815	-1.01	-0.619	13.661	-8.796	1.02e-07	7.45e-07	0.059
"Slc29a4"	-0.58	-0.719	-0.441	7.646	-8.796	1.02e-07	7.45e-07	0.092
"Ntrk2"	-1.525	-1.891	-1.159	12.921	-8.795	1.02e-07	7.47e-07	0.062
"Cxcr3"	2.197	1.669	2.724	5.599	8.792	1.03e-07	7.49e-07	0.075
"Mybpc2"	1.645	1.25	2.039	5.941	8.792	1.03e-07	7.49e-07	0.172
"Spag4"	-0.806	-0.999	-0.612	8.614	-8.791	1.03e-07	7.5e-07	0.171
"Synj2bp"	-0.591	-0.732	-0.449	9.052	-8.789	1.03e-07	7.52e-07	0.106
"Ankrd9"	-1.368	-1.697	-1.039	8.562	-8.788	1.04e-07	7.53e-07	0.053
"Pld1"	0.991	0.753	1.229	10.599	8.788	1.03e-07	7.53e-07	0.107
"Tbcb"	-0.489	-0.607	-0.371	15.194	-8.778	1.05e-07	7.65e-07	0.169
"Ptpro"	1.212	0.92	1.503	8.345	8.777	1.05e-07	7.65e-07	0.387
"Nipsnap3b"	1.019	0.774	1.264	12.297	8.775	1.06e-07	7.67e-07	0.148
"Slc28a2"	2.286	1.736	2.837	9.19	8.767	1.07e-07	7.77e-07	0.087
"Cttnbp2nl"	1.375	1.044	1.705	7.271	8.767	1.07e-07	7.77e-07	0.071
"Pithd1"	-0.727	-0.903	-0.552	11.623	-8.764	1.08e-07	7.8e-07	0.118
"Slc44a2"	1.035	0.786	1.284	8.975	8.763	1.08e-07	7.81e-07	0.337
"Pcsk2"	-1.502	-1.864	-1.14	7.678	-8.755	1.09e-07	7.91e-07	0.325
"Nap1l2"	-2.122	-2.634	-1.611	10.176	-8.752	1.1e-07	7.94e-07	0.195
"LOC689959"	1.152	0.874	1.43	9.547	8.742	1.11e-07	8.06e-07	0.209
"Ttc9b"	-1.741	-2.162	-1.321	10.162	-8.742	1.11e-07	8.06e-07	0.102
"Pcp4l1"	-1.743	-2.164	-1.322	11.662	-8.74	1.12e-07	8.08e-07	0.074
"Btbd17"	-1.778	-2.208	-1.349	9.434	-8.737	1.12e-07	8.11e-07	0.136
"Mllt11"	-1.649	-2.048	-1.251	8.807	-8.736	1.12e-07	8.12e-07	0.289
"Glt8d1"	0.743	0.563	0.922	9.89	8.736	1.13e-07	8.13e-07	0.292
"Ppp1r13b"	-0.783	-0.973	-0.594	7.37	-8.734	1.13e-07	8.14e-07	0.341
"Nptn"	-0.662	-0.822	-0.502	13.166	-8.734	1.13e-07	8.14e-07	0.059
"Dph5"	-0.588	-0.73	-0.446	13.587	-8.731	1.13e-07	8.17e-07	0.129
"Flrt2"	1.657	1.256	2.057	6.797	8.731	1.13e-07	8.17e-07	0.433
"Map3k3"	1.004	0.761	1.247	8.804	8.729	1.14e-07	8.19e-07	0.095
"Rbm11"	-1.912	-2.374	-1.45	6.429	-8.728	1.14e-07	8.21e-07	0.092
"Stat1"	1.279	0.97	1.589	11.82	8.726	1.14e-07	8.22e-07	0.186
"Tbc1d19"	-0.711	-0.883	-0.539	9.664	-8.726	1.14e-07	8.23e-07	0.085
"Ypel4"	-1.553	-1.929	-1.178	9.588	-8.725	1.14e-07	8.23e-07	0.13
"Usp18"	2.455	1.861	3.049	8.932	8.724	1.15e-07	8.24e-07	0.22
"Cap2"	-0.901	-1.119	-0.683	9.885	-8.719	1.16e-07	8.31e-07	0.184
"Pik3r6"	1.328	1.006	1.649	5.305	8.717	1.16e-07	8.33e-07	0.334
"Gcgr"	3.252	2.464	4.04	10.386	8.713	1.17e-07	8.37e-07	0.189
"Lox"	4.318	3.272	5.365	8.861	8.713	1.17e-07	8.37e-07	0.165
"Fhit"	-0.892	-1.109	-0.676	10.35	-8.711	1.17e-07	8.39e-07	0.08
"Slc39a11"	1.028	0.779	1.278	7.605	8.711	1.17e-07	8.39e-07	0.182
"Aldh1a1"	-1.674	-2.079	-1.268	11.144	-8.71	1.17e-07	8.39e-07	0.349
"Samd9l"	1.144	0.866	1.421	11.657	8.71	1.17e-07	8.39e-07	0.133
"Mog"	-1.365	-1.695	-1.034	13.8	-8.705	1.18e-07	8.45e-07	0.586
"Rnd2"	-1.118	-1.389	-0.847	14.064	-8.704	1.18e-07	8.47e-07	0.315
"Arid5a"	0.753	0.57	0.936	10.279	8.702	1.19e-07	8.49e-07	0.351
"Ttll4"	0.794	0.602	0.987	6.78	8.701	1.19e-07	8.5e-07	0.191
"Hps1"	0.966	0.732	1.201	9.367	8.701	1.19e-07	8.5e-07	0.154
"Sipa1l1"	-0.655	-0.814	-0.496	13.156	-8.697	1.2e-07	8.54e-07	0.08
"Recql4"	1.084	0.821	1.348	9.829	8.695	1.2e-07	8.57e-07	0.153
"Gata2"	-0.832	-1.035	-0.63	7.298	-8.691	1.21e-07	8.63e-07	0.24
"Dock6"	0.984	0.745	1.223	10.406	8.688	1.21e-07	8.66e-07	0.121
"RGD1560784"	-1.735	-2.157	-1.314	8.733	-8.683	1.22e-07	8.73e-07	0.102
"Fbl"	0.575	0.436	0.715	14.984	8.681	1.23e-07	8.75e-07	0.313
"Parvb"	0.925	0.7	1.149	9.62	8.676	1.24e-07	8.81e-07	0.268
"Sgcz"	-2.208	-2.745	-1.67	4.353	-8.671	1.25e-07	8.88e-07	0.188
"Tmed9"	0.556	0.421	0.691	14.736	8.671	1.25e-07	8.88e-07	0.289
"Doc2a"	-1.723	-2.142	-1.303	7.084	-8.669	1.25e-07	8.89e-07	0.141
"Mpp2"	-0.902	-1.122	-0.683	6.213	-8.669	1.25e-07	8.89e-07	0.253
"Scn3b"	-1.326	-1.649	-1.004	13.022	-8.67	1.25e-07	8.89e-07	0.107
"Ifrd2"	0.8	0.605	0.995	10.595	8.665	1.26e-07	8.96e-07	0.12
"Gls2"	-2.156	-2.681	-1.631	11.912	-8.663	1.26e-07	8.97e-07	0.198
"Cntnap1"	-1.8	-2.239	-1.361	9.454	-8.661	1.27e-07	9e-07	0.75
"Tuba4a"	-1.038	-1.291	-0.785	15.534	-8.659	1.27e-07	9.02e-07	0.187
"Nsd2"	1.374	1.039	1.709	8.805	8.658	1.28e-07	9.04e-07	0.214
"Epha6"	-2.379	-2.959	-1.799	4.353	-8.652	1.29e-07	9.11e-07	0.499
"Fos"	1.39	1.051	1.729	10.987	8.653	1.29e-07	9.11e-07	0.189
"Hdhd3"	-0.593	-0.737	-0.448	9.942	-8.652	1.29e-07	9.11e-07	0.26
"Crabp2"	2.879	2.176	3.581	12.871	8.65	1.29e-07	9.14e-07	0.244
"Adcy3"	-1.058	-1.316	-0.799	7.573	-8.644	1.3e-07	9.22e-07	0.154
"Hes5"	-1.285	-1.599	-0.971	7.003	-8.644	1.3e-07	9.22e-07	0.78
"B3galt5"	-1.526	-1.899	-1.153	8.853	-8.64	1.31e-07	9.27e-07	0.409
"Sms"	-0.945	-1.176	-0.714	7.902	-8.639	1.32e-07	9.28e-07	0.092
"Ddx25"	-1.469	-1.828	-1.11	11.797	-8.638	1.32e-07	9.29e-07	0.168
"Sec11c"	-0.645	-0.802	-0.487	16.12	-8.635	1.32e-07	9.34e-07	0.184
"Wdr35"	-0.641	-0.798	-0.485	9.845	-8.634	1.32e-07	9.34e-07	0.089
"Colec12"	2.004	1.514	2.495	8.208	8.627	1.34e-07	9.44e-07	0.177
"Lgi1"	-1.202	-1.497	-0.908	9.141	-8.625	1.35e-07	9.47e-07	0.285
"Sorl1"	-0.885	-1.102	-0.669	7.518	-8.623	1.35e-07	9.49e-07	0.136
"Mtmr7"	-1.326	-1.651	-1.002	9.032	-8.622	1.35e-07	9.5e-07	0.074
"Mgat4c"	-1.717	-2.138	-1.297	5.029	-8.621	1.35e-07	9.52e-07	0.124
"Slc9a5"	-1.374	-1.71	-1.037	10.798	-8.62	1.35e-07	9.52e-07	0.107
"Stx3"	1.199	0.905	1.492	8.022	8.619	1.36e-07	9.54e-07	0.151
"Pnma3"	-1.764	-2.196	-1.332	5.615	-8.617	1.36e-07	9.57e-07	0.134
"Brms1"	0.592	0.447	0.737	12.579	8.616	1.36e-07	9.58e-07	0.104
"RGD1559821"	0.891	0.673	1.11	14.205	8.613	1.37e-07	9.62e-07	0.121
"Mfn1"	-0.632	-0.787	-0.477	8.447	-8.612	1.37e-07	9.62e-07	0.17
"Dclre1c"	1.146	0.865	1.427	8.832	8.611	1.38e-07	9.64e-07	0.093
"Ajm1"	-1.382	-1.721	-1.043	5.483	-8.611	1.38e-07	9.64e-07	0.152
"Cdh1"	5.757	4.346	7.169	9.481	8.608	1.38e-07	9.67e-07	0.069
"Cuedc1"	-0.796	-0.992	-0.601	8.391	-8.608	1.38e-07	9.67e-07	0.174
"Ndufa10l1"	-0.483	-0.602	-0.365	13.029	-8.606	1.39e-07	9.7e-07	0.142
"Ddrgk1"	-0.505	-0.629	-0.381	10.954	-8.6	1.4e-07	9.79e-07	0.085
"Ldb2"	-1.003	-1.249	-0.756	7.625	-8.6	1.4e-07	9.79e-07	0.068
"Rgs7"	-1.906	-2.374	-1.438	11.035	-8.599	1.4e-07	9.79e-07	0.088
"Anxa4"	0.984	0.743	1.226	12.362	8.596	1.41e-07	9.84e-07	0.382
"Sdha"	-0.442	-0.55	-0.333	15.893	-8.594	1.41e-07	9.87e-07	0.111
"Abtb2"	-0.609	-0.758	-0.459	12.252	-8.593	1.42e-07	9.88e-07	0.055
"Tmbim6"	0.732	0.552	0.911	13.438	8.593	1.42e-07	9.88e-07	0.072
"Strbp"	-1.171	-1.458	-0.883	10.332	-8.592	1.42e-07	9.89e-07	0.393
"Arhgap17"	1.459	1.101	1.818	11.024	8.59	1.42e-07	9.91e-07	0.301
"Celsr1"	1.023	0.772	1.275	6.743	8.589	1.43e-07	9.92e-07	0.15
"Abcc2"	-1.704	-2.123	-1.285	7.377	-8.585	1.43e-07	9.98e-07	0.146
"Cdt1"	2.014	1.519	2.509	7.434	8.585	1.44e-07	9.99e-07	0.248
"Kcna4"	-2.189	-2.727	-1.651	7.514	-8.584	1.44e-07	9.99e-07	0.066
"Gabrg2"	-1.976	-2.462	-1.49	7.413	-8.584	1.44e-07	9.99e-07	0.073
"Serpini1"	-2.037	-2.538	-1.536	9.695	-8.581	1.45e-07	1e-06	0.077
"Chp2"	2.311	1.742	2.88	6.591	8.576	1.46e-07	1.01e-06	0.179
"RGD1563072"	-1.23	-1.532	-0.927	10.795	-8.576	1.46e-07	1.01e-06	0.104
"Slc39a4"	1.794	1.352	2.236	11.632	8.575	1.46e-07	1.01e-06	0.378
"RGD1562139"	0.665	0.502	0.829	13.792	8.574	1.46e-07	1.01e-06	0.078
"Psmd9"	0.639	0.482	0.797	13.488	8.571	1.47e-07	1.02e-06	0.315
"Rassf9"	0.863	0.65	1.075	9.007	8.57	1.47e-07	1.02e-06	0.091
"Tmem62"	-0.623	-0.777	-0.47	12.718	-8.567	1.48e-07	1.02e-06	0.114
"Psmc5"	-0.952	-1.187	-0.718	16.451	-8.564	1.48e-07	1.03e-06	0.071
"Necab3"	-2.056	-2.563	-1.549	8.571	-8.563	1.49e-07	1.03e-06	0.059
"Magoh"	0.473	0.357	0.59	12.309	8.56	1.49e-07	1.03e-06	0.073
"Pde4dip"	-0.996	-1.242	-0.75	8.283	-8.557	1.5e-07	1.04e-06	0.173
"Ung"	1.501	1.131	1.871	8.853	8.556	1.5e-07	1.04e-06	0.126
"Auh"	-0.817	-1.018	-0.615	11.234	-8.554	1.51e-07	1.04e-06	0.254
"Timm9"	-0.538	-0.671	-0.405	11.568	-8.553	1.51e-07	1.04e-06	0.092
"St6gal1"	1.036	0.78	1.292	7.828	8.548	1.52e-07	1.05e-06	0.097
"Dtx3l"	1.979	1.49	2.468	5.724	8.548	1.52e-07	1.05e-06	0.1
"Slc4a10"	-1.95	-2.431	-1.468	6.136	-8.546	1.53e-07	1.05e-06	0.196
"Gng7"	-1.097	-1.368	-0.826	7.297	-8.543	1.54e-07	1.06e-06	0.131
"Dbnl"	0.872	0.657	1.088	13.507	8.543	1.54e-07	1.06e-06	0.095
"LOC302393"	0.728	0.548	0.908	13.751	8.542	1.54e-07	1.06e-06	0.077
"Med12"	0.529	0.398	0.659	12.945	8.54	1.54e-07	1.06e-06	0.178
"Vps26a"	0.821	0.618	1.023	10.771	8.539	1.55e-07	1.06e-06	0.139
"Flot1"	0.448	0.337	0.559	15.189	8.538	1.55e-07	1.07e-06	0.19
"Syt3"	-1.785	-2.226	-1.343	8.706	-8.536	1.55e-07	1.07e-06	0.731
"P2ry14"	1.157	0.871	1.443	7.498	8.536	1.55e-07	1.07e-06	0.417
"Ssr4"	0.529	0.398	0.66	15.079	8.535	1.56e-07	1.07e-06	0.044
"Tyw1"	0.612	0.46	0.763	12.158	8.533	1.56e-07	1.07e-06	0.368
"Arhgef1"	0.612	0.461	0.764	10.113	8.532	1.56e-07	1.07e-06	0.147
"Ap3b2"	-1.166	-1.454	-0.877	10.166	-8.531	1.57e-07	1.07e-06	0.091
"Enpp3"	2.865	2.156	3.574	7.476	8.532	1.56e-07	1.07e-06	0.287
"Gabra3"	-2.031	-2.534	-1.529	6.055	-8.531	1.57e-07	1.07e-06	0.159
"Tdh"	-1.471	-1.834	-1.107	6.091	-8.529	1.57e-07	1.08e-06	0.144
"Prkce"	-1.281	-1.598	-0.964	8.637	-8.525	1.58e-07	1.08e-06	0.213
"Ccdc3"	2.546	1.916	3.177	6.216	8.524	1.58e-07	1.08e-06	0.112
"Scara3"	2.394	1.801	2.987	7.225	8.522	1.59e-07	1.09e-06	0.524
"Atcay"	-1.817	-2.267	-1.367	12.177	-8.519	1.6e-07	1.09e-06	0.124
"Dmbt1"	3.416	2.569	4.263	4.124	8.515	1.61e-07	1.1e-06	0.19
"Nupr1"	2.932	2.205	3.659	11.91	8.514	1.61e-07	1.1e-06	0.096
"Tmem121"	-0.715	-0.893	-0.538	10.606	-8.51	1.62e-07	1.11e-06	0.11
"Podxl2"	-1.463	-1.826	-1.1	11.569	-8.508	1.63e-07	1.11e-06	0.122
"Acad9"	-0.725	-0.904	-0.545	10.61	-8.506	1.63e-07	1.11e-06	0.061
"Camkk2"	-1.418	-1.77	-1.066	7.226	-8.505	1.63e-07	1.11e-06	0.156
"Isca1"	-0.59	-0.736	-0.443	12.715	-8.505	1.63e-07	1.11e-06	0.088
"Kctd9"	-1.4	-1.747	-1.052	7.609	-8.503	1.64e-07	1.12e-06	0.141
"Prdx4"	0.709	0.533	0.885	12.327	8.503	1.64e-07	1.12e-06	0.148
"Cthrc1"	3.308	2.487	4.13	9.221	8.502	1.64e-07	1.12e-06	0.092
"Kcnt1"	-1.834	-2.289	-1.379	7.462	-8.502	1.64e-07	1.12e-06	0.115
"Spag6l"	-1.386	-1.73	-1.042	5.304	-8.502	1.64e-07	1.12e-06	0.051
"LOC300481"	0.855	0.643	1.068	10.65	8.495	1.66e-07	1.13e-06	0.569
"Dpf3"	-1.627	-2.032	-1.223	5.172	-8.493	1.67e-07	1.13e-06	0.104
"Lrig2"	1.163	0.874	1.452	6.909	8.491	1.67e-07	1.13e-06	0.117
"Psmc2"	-0.536	-0.669	-0.402	15.068	-8.491	1.67e-07	1.13e-06	0.312
"Egln3"	-0.663	-0.828	-0.498	10.383	-8.488	1.68e-07	1.14e-06	0.189
"Dnm3"	-0.571	-0.713	-0.429	9.629	-8.482	1.7e-07	1.15e-06	0.086
"Col4a2"	2.11	1.585	2.635	8.803	8.482	1.7e-07	1.15e-06	0.114
"Tie1"	1.657	1.244	2.069	7.411	8.471	1.73e-07	1.17e-06	0.15
"Trim54"	-2.45	-3.06	-1.839	5.594	-8.469	1.73e-07	1.17e-06	0.172
"Cd93"	1.743	1.308	2.178	12.084	8.465	1.75e-07	1.18e-06	0.105
"Pzp"	1.599	1.2	1.997	4.865	8.463	1.75e-07	1.18e-06	0.105
"Shd"	-1.123	-1.403	-0.843	12.368	-8.462	1.75e-07	1.18e-06	0.201
"Nr2f2"	1.52	1.141	1.899	10.534	8.462	1.75e-07	1.18e-06	0.22
"Abhd8"	-1.587	-1.983	-1.191	11.353	-8.457	1.77e-07	1.19e-06	0.435
"Kcnj6"	-1.088	-1.359	-0.816	4.64	-8.457	1.77e-07	1.19e-06	0.194
"Bcl2l12"	1.34	1.005	1.674	6.971	8.456	1.77e-07	1.19e-06	0.208
"Tmtc1"	-1.311	-1.638	-0.983	7.073	-8.452	1.78e-07	1.2e-06	0.296
"Gdpd3"	0.665	0.499	0.831	9.865	8.45	1.79e-07	1.21e-06	0.116
"Krt8"	1.929	1.447	2.411	7.006	8.45	1.79e-07	1.21e-06	0.29
"Rtn4"	-0.748	-0.935	-0.561	13.178	-8.449	1.79e-07	1.21e-06	0.067
"Hormad1"	1.502	1.127	1.877	4.657	8.445	1.8e-07	1.21e-06	0.13
"Rpl18a"	0.456	0.342	0.57	16.23	8.443	1.81e-07	1.22e-06	0.082
"Map3k2"	1.183	0.887	1.478	5.723	8.442	1.81e-07	1.22e-06	0.217
"St8sia1"	-1.675	-2.094	-1.256	6.367	-8.441	1.82e-07	1.22e-06	0.131
"Tp53i13"	0.957	0.717	1.196	9.651	8.44	1.82e-07	1.22e-06	0.132
"Abat"	-1.349	-1.687	-1.012	10.224	-8.434	1.84e-07	1.23e-06	0.094
"Snap91"	-1.65	-2.063	-1.237	9.597	-8.431	1.84e-07	1.24e-06	0.105
"Arsi"	2.566	1.924	3.209	5.55	8.429	1.85e-07	1.24e-06	0.093
"Ndufs1"	-0.742	-0.928	-0.556	10.966	-8.427	1.86e-07	1.24e-06	0.077
"Uba7"	1.753	1.314	2.193	10.727	8.427	1.86e-07	1.24e-06	0.082
"Cacng7"	-0.999	-1.249	-0.749	7.391	-8.426	1.86e-07	1.25e-06	0.09
"Sgsm3"	-0.725	-0.906	-0.543	14.061	-8.42	1.88e-07	1.26e-06	0.355
"Tmem145"	-2.006	-2.509	-1.503	12.578	-8.419	1.88e-07	1.26e-06	0.269
"Pla2g3"	-1.349	-1.688	-1.011	9.521	-8.416	1.89e-07	1.26e-06	0.12
"Ralb"	0.966	0.724	1.209	10.92	8.412	1.9e-07	1.27e-06	0.309
"Cntn3"	-1.692	-2.117	-1.268	5.465	-8.412	1.9e-07	1.27e-06	0.323
"Cox7a2"	-0.556	-0.696	-0.417	15.522	-8.412	1.9e-07	1.27e-06	0.236
"Ssbp3"	-0.677	-0.846	-0.507	10.975	-8.41	1.91e-07	1.28e-06	0.094
"Map2k6"	-0.821	-1.027	-0.615	9.025	-8.409	1.91e-07	1.28e-06	0.123
"P2ry13"	1.012	0.758	1.266	7.719	8.409	1.91e-07	1.28e-06	0.196
"Cacna1g"	-1.102	-1.379	-0.825	7.157	-8.408	1.92e-07	1.28e-06	0.208
"Chmp4b"	-0.649	-0.812	-0.486	14.302	-8.407	1.92e-07	1.28e-06	0.182
"Fez2"	0.533	0.399	0.667	11.97	8.404	1.93e-07	1.28e-06	0.14
"Lzts1"	-0.946	-1.183	-0.708	11.663	-8.403	1.93e-07	1.29e-06	0.2
"Hspb6"	-0.739	-0.924	-0.553	9.544	-8.403	1.93e-07	1.29e-06	0.204
"Lpcat4"	-1.42	-1.777	-1.063	8.631	-8.402	1.93e-07	1.29e-06	0.148
"RGD1564574"	0.864	0.647	1.081	12.967	8.403	1.93e-07	1.29e-06	0.165
"Grm7"	-1.515	-1.896	-1.135	6.105	-8.402	1.93e-07	1.29e-06	0.205
"Iqsec3"	-1.919	-2.401	-1.437	11.944	-8.399	1.94e-07	1.29e-06	0.234
"Myl6l"	0.443	0.332	0.555	16.704	8.397	1.95e-07	1.29e-06	0.236
"Oxt"	-0.795	-0.994	-0.595	4.898	-8.398	1.95e-07	1.29e-06	0.227
"Phlda1"	0.92	0.689	1.151	8.754	8.397	1.95e-07	1.29e-06	0.249
"Nup88"	0.424	0.317	0.53	12.107	8.397	1.95e-07	1.29e-06	0.177
"Rnf213"	-1.671	-2.091	-1.251	4.395	-8.396	1.95e-07	1.3e-06	0.158
"Bcl7c"	0.651	0.487	0.814	12.083	8.394	1.96e-07	1.3e-06	0.19
"Lrg1"	1.782	1.334	2.229	10.959	8.394	1.96e-07	1.3e-06	0.165
"Chac1"	-1.227	-1.535	-0.918	7.872	-8.394	1.96e-07	1.3e-06	0.194
"Snx19"	-0.675	-0.844	-0.505	9.423	-8.393	1.96e-07	1.3e-06	0.126
"Slc46a3"	1.036	0.776	1.297	8.719	8.393	1.96e-07	1.3e-06	0.146
"Eef1g"	0.561	0.42	0.702	14.496	8.391	1.97e-07	1.3e-06	0.15
"Tmem169"	-1.909	-2.389	-1.429	6.858	-8.391	1.97e-07	1.3e-06	0.233
"Lgi2"	-2.076	-2.598	-1.554	7.801	-8.389	1.98e-07	1.31e-06	0.145
"Tnfsf13"	1.113	0.833	1.393	11.676	8.388	1.98e-07	1.31e-06	0.237
"Pip5k1b"	-1.074	-1.344	-0.804	9.2	-8.385	1.99e-07	1.31e-06	0.458
"Birc5"	2.079	1.555	2.602	9.677	8.382	2e-07	1.32e-06	0.262
"Tram1l1"	-0.989	-1.238	-0.74	9.442	-8.381	2e-07	1.32e-06	0.134
"Rhbdl3"	-1.269	-1.588	-0.949	10.574	-8.379	2.01e-07	1.33e-06	0.152
"Cacng3"	-0.746	-0.934	-0.558	7.67	-8.378	2.01e-07	1.33e-06	0.097
"Scara5"	3.109	2.325	3.892	6.234	8.374	2.03e-07	1.34e-06	0.138
"Lyrm1"	-1.098	-1.374	-0.821	7.895	-8.373	2.03e-07	1.34e-06	0.176
"Tmem74b"	-1.954	-2.447	-1.462	7.91	-8.372	2.03e-07	1.34e-06	0.232
"Ntrk3"	-1.125	-1.409	-0.841	12.863	-8.369	2.04e-07	1.34e-06	0.155
"Fyttd1"	-0.588	-0.737	-0.44	9.523	-8.368	2.04e-07	1.35e-06	0.059
"Thoc7"	-0.488	-0.611	-0.365	12.381	-8.368	2.05e-07	1.35e-06	0.089
"Stk38"	0.973	0.728	1.219	8.293	8.367	2.05e-07	1.35e-06	0.059
"Hap1"	-1.204	-1.507	-0.9	12.303	-8.364	2.06e-07	1.35e-06	0.052
"Dda1"	-0.727	-0.91	-0.543	11.133	-8.362	2.07e-07	1.36e-06	0.065
"Zdhhc20"	-0.673	-0.843	-0.503	9.858	-8.359	2.07e-07	1.36e-06	0.092
"Mthfs"	0.911	0.681	1.142	9.537	8.359	2.08e-07	1.36e-06	0.093
"Ugt1a6"	1.073	0.802	1.344	7.485	8.358	2.08e-07	1.36e-06	0.104
"Adamtsl4"	1.318	0.985	1.651	6.686	8.358	2.08e-07	1.36e-06	0.103
"Rap2b"	1.776	1.328	2.225	8.522	8.356	2.09e-07	1.37e-06	0.251
"Elmod1"	-1.889	-2.367	-1.412	9.284	-8.355	2.09e-07	1.37e-06	1.247
"Prrc1"	1.06	0.792	1.328	11.471	8.354	2.09e-07	1.37e-06	0.11
"Ugt8"	-1.573	-1.971	-1.176	9.122	-8.354	2.09e-07	1.37e-06	0.094
"LOC298125"	0.688	0.514	0.862	15.24	8.353	2.1e-07	1.37e-06	0.069
"Slc31a2"	1.005	0.751	1.259	8.739	8.351	2.1e-07	1.37e-06	0.058
"Wrnip1"	-0.668	-0.837	-0.499	11.603	-8.35	2.11e-07	1.38e-06	0.05
"Tmem220"	0.919	0.687	1.151	8.165	8.349	2.11e-07	1.38e-06	0.052
"Kcnj9"	-1.281	-1.605	-0.957	7.484	-8.348	2.11e-07	1.38e-06	0.067
"Iqgap3"	1.502	1.122	1.882	7.455	8.347	2.12e-07	1.38e-06	0.059
"Chpt1"	-0.822	-1.03	-0.614	10.126	-8.346	2.12e-07	1.38e-06	0.068
"Rims3"	-1.758	-2.203	-1.314	4.888	-8.342	2.13e-07	1.39e-06	0.066
"Sgtb"	-0.827	-1.036	-0.618	8.347	-8.341	2.14e-07	1.4e-06	0.084
"Camk2a"	-1.752	-2.196	-1.309	5.581	-8.338	2.15e-07	1.4e-06	0.079
"Aifm3"	-1.896	-2.377	-1.416	11.146	-8.333	2.17e-07	1.41e-06	0.158
"Pln"	-1.671	-2.094	-1.248	7.246	-8.33	2.18e-07	1.42e-06	0.077
"Impdh2"	0.635	0.474	0.796	13.653	8.329	2.18e-07	1.42e-06	0.114
"Hist1h2an"	0.768	0.574	0.963	13.05	8.328	2.19e-07	1.42e-06	0.121
"Pkp1"	-0.979	-1.227	-0.731	6.965	-8.324	2.2e-07	1.43e-06	0.079
"Amigo1"	-1.244	-1.56	-0.929	8.642	-8.318	2.22e-07	1.44e-06	0.094
"Chgb"	-1.594	-1.998	-1.189	15.818	-8.318	2.22e-07	1.44e-06	0.067
"Dnai1"	-1.106	-1.387	-0.825	7.992	-8.318	2.22e-07	1.44e-06	0.11
"Rgs9"	-1.256	-1.574	-0.937	8.25	-8.318	2.22e-07	1.44e-06	0.099
"RGD1305350"	0.939	0.7	1.177	10.373	8.314	2.24e-07	1.45e-06	0.114
"MGC109340"	-1.332	-1.671	-0.994	12.447	-8.313	2.24e-07	1.45e-06	0.088
"Neurod2"	-1.699	-2.13	-1.267	7.354	-8.306	2.27e-07	1.47e-06	0.057
"Hnrnpab"	0.644	0.48	0.808	14.471	8.305	2.27e-07	1.47e-06	0.439
"LOC302398"	-0.638	-0.801	-0.476	9.719	-8.305	2.27e-07	1.47e-06	0.111
