"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Slc6a3"	-0.11	-0.38	0.161	1.679	-0.857	0.404	0.521	0.424
"Gab1"	-0.153	-0.529	0.223	8.383	-0.856	0.404	0.521	0.069
"Vom2r42"	-0.152	-0.527	0.223	1.789	-0.856	0.404	0.521	0.189
"Gimap6"	0.163	-0.239	0.565	5.622	0.856	0.404	0.521	0.184
"Acy1"	-0.078	-0.271	0.115	10.162	-0.856	0.404	0.521	0.257
"Slco4a1"	0.265	-0.389	0.919	6.76	0.856	0.404	0.521	0.152
"Nos3"	-0.17	-0.591	0.25	9.099	-0.855	0.405	0.522	0.076
"Zfp418"	0.106	-0.156	0.367	6.304	0.855	0.405	0.522	0.133
"Znf474"	0.212	-0.312	0.736	4.671	0.855	0.405	0.522	0.194
"Ptprq"	-0.428	-1.486	0.63	4.506	-0.853	0.405	0.523	0.243
"Aimp1"	0.062	-0.092	0.217	11.945	0.853	0.405	0.523	0.303
"Nup214"	-0.053	-0.183	0.078	10.849	-0.853	0.406	0.523	0.627
"Tfr2"	-0.273	-0.947	0.402	4.363	-0.853	0.406	0.523	0.161
"Olig2"	-0.245	-0.853	0.362	7.312	-0.852	0.406	0.523	0.932
"Atp6v0b"	0.058	-0.086	0.203	13.987	0.852	0.406	0.523	0.168
"Olr1472"	-0.202	-0.704	0.299	4.142	-0.852	0.406	0.523	0.325
"Prkg1"	-0.271	-0.943	0.401	4.068	-0.852	0.406	0.523	0.28
"Prelid1"	0.116	-0.172	0.405	13.212	0.851	0.406	0.524	0.3
"Prm2"	-0.177	-0.618	0.263	3.893	-0.851	0.407	0.524	0.252
"Hhipl1"	0.137	-0.203	0.478	7.352	0.851	0.407	0.524	0.209
"Ankdd1a"	-0.269	-0.937	0.399	4.799	-0.851	0.407	0.524	0.211
"Olr1201"	-0.28	-0.974	0.415	1.846	-0.851	0.407	0.524	0.215
"Jph2"	-0.17	-0.593	0.252	4.784	-0.85	0.407	0.524	0.216
"Vtcn1"	-0.159	-0.555	0.236	2.028	-0.85	0.407	0.524	0.44
"Gp9"	-0.272	-0.946	0.403	6.3	-0.85	0.407	0.524	0.421
"Slc39a9"	-0.065	-0.226	0.096	7.341	-0.85	0.407	0.524	0.421
"Col24a1"	0.163	-0.242	0.569	3.829	0.85	0.407	0.524	0.197
"Olr308"	0.239	-0.355	0.834	1.687	0.849	0.408	0.525	0.485
"Slc11a2"	-0.085	-0.297	0.126	11.481	-0.849	0.408	0.525	0.422
"Olr1452"	0.183	-0.271	0.637	6.099	0.849	0.408	0.525	0.408
"Mmp10"	-0.634	-2.212	0.944	3.342	-0.848	0.408	0.525	0.514
"Htr6"	0.409	-0.609	1.428	3.187	0.848	0.408	0.525	0.608
"Gstm5"	-0.107	-0.374	0.16	12.455	-0.848	0.408	0.525	0.128
"Gprc6a"	-0.073	-0.254	0.108	1.586	-0.848	0.408	0.525	0.44
"Pla2g2f"	-0.291	-1.014	0.433	2.075	-0.848	0.408	0.525	0.187
"Vom2r30"	0.409	-0.61	1.428	2.125	0.848	0.408	0.525	0.369
"RGD1560303"	0.376	-0.56	1.312	1.736	0.847	0.409	0.526	0.512
"Acot3"	0.193	-0.288	0.674	8.877	0.847	0.409	0.526	0.295
"Otog"	0.282	-0.421	0.985	4.21	0.847	0.409	0.526	0.311
"Rsf1"	0.359	-0.536	1.254	10.141	0.847	0.409	0.526	0.221
"Pdap1"	-0.091	-0.319	0.136	11.861	-0.846	0.409	0.526	0.418
"Tsc22d1"	0.101	-0.151	0.352	13.464	0.846	0.409	0.526	0.121
"Klk1c10"	0.305	-0.458	1.069	3.816	0.845	0.41	0.527	0.327
"Cryba2"	-0.381	-1.334	0.571	8.316	-0.845	0.41	0.527	0.448
"Dpysl4"	0.12	-0.18	0.419	12.426	0.844	0.41	0.527	0.08
"Panx3"	-0.162	-0.566	0.243	1.746	-0.844	0.41	0.527	0.122
"Acap3"	-0.129	-0.45	0.193	6.601	-0.844	0.41	0.527	0.194
"Ppil2"	0.06	-0.091	0.211	10.247	0.844	0.411	0.528	0.326
"Rhox12"	0.428	-0.643	1.5	2.18	0.844	0.411	0.528	0.18
"Dpep1"	0.334	-0.502	1.171	4.192	0.843	0.411	0.528	0.079
"Sstr4"	0.113	-0.17	0.395	5.781	0.843	0.411	0.528	0.103
"Zfp362"	0.167	-0.252	0.587	5.512	0.842	0.411	0.528	0.234
"Olr1516"	-0.19	-0.665	0.286	5.805	-0.842	0.412	0.529	0.125
"Rbm46"	0.127	-0.192	0.446	4.845	0.842	0.412	0.529	0.093
"Trim33"	-0.115	-0.402	0.173	6.912	-0.842	0.412	0.529	0.31
"Pelp1"	-0.059	-0.207	0.089	12.123	-0.841	0.412	0.529	0.275
"Sebox"	-0.229	-0.803	0.345	4.109	-0.841	0.412	0.529	0.213
"Spaca5"	-0.237	-0.83	0.357	2.138	-0.841	0.412	0.529	0.293
"Abcc10"	-0.187	-0.655	0.282	4.821	-0.841	0.412	0.529	0.422
"LOC500354"	-0.163	-0.571	0.246	1.789	-0.841	0.412	0.529	0.104
"Dctn4"	0.087	-0.131	0.305	8.851	0.84	0.412	0.529	0.151
"Micall1"	0.128	-0.193	0.449	7.492	0.84	0.413	0.529	0.083
"RGD1306750"	0.208	-0.314	0.73	1.559	0.84	0.413	0.529	0.086
"Lars2"	0.206	-0.312	0.724	5.95	0.84	0.413	0.53	0.19
"Olr1242"	-0.145	-0.511	0.22	1.735	-0.84	0.413	0.53	0.109
"Olr554"	0.432	-0.655	1.519	2.934	0.839	0.413	0.53	0.152
"Zfp469"	0.141	-0.214	0.496	5.522	0.839	0.413	0.53	0.223
"Tmem161a"	0.122	-0.184	0.428	10.159	0.839	0.413	0.53	0.367
"Slc10a2"	-0.32	-1.126	0.486	3.535	-0.839	0.413	0.53	0.136
"Tex21"	0.183	-0.277	0.643	5.108	0.839	0.413	0.53	0.068
"Fgf10"	0.184	-0.278	0.645	5.259	0.839	0.413	0.53	0.121
"Htr3b"	-0.104	-0.367	0.158	5.885	-0.839	0.413	0.53	0.1
"Olr143"	-0.393	-1.383	0.597	1.955	-0.838	0.414	0.53	0.07
"Qk"	-0.096	-0.338	0.146	14.028	-0.838	0.414	0.53	0.151
"Stag2"	0.077	-0.118	0.272	9.402	0.838	0.414	0.531	0.102
"Ovol1"	-0.438	-1.542	0.666	1.965	-0.837	0.414	0.531	0.461
"Usp12"	-0.119	-0.419	0.181	10.031	-0.836	0.415	0.531	0.072
"Nphp3"	-0.124	-0.435	0.188	5.4	-0.836	0.415	0.531	0.257
"Olr1485"	-0.203	-0.717	0.31	1.856	-0.836	0.415	0.531	0.146
"Hmcn1"	0.354	-0.54	1.247	2.944	0.836	0.415	0.532	0.172
"Spry3"	0.148	-0.227	0.524	4.836	0.835	0.415	0.532	0.369
"RGD1560775"	0.543	-0.829	1.915	2.75	0.835	0.415	0.532	0.105
"Smad4"	0.101	-0.154	0.356	8.673	0.835	0.416	0.532	0.135
"RGD1565058"	0.325	-0.497	1.148	3.692	0.834	0.416	0.533	0.202
"LOC288978"	-0.088	-0.311	0.135	10.48	-0.834	0.416	0.533	0.267
"Cyp3a2"	0.141	-0.216	0.497	1.365	0.834	0.416	0.533	0.153
"Tmem30c"	-0.479	-1.692	0.734	1.868	-0.834	0.416	0.533	0.157
"Aurkaip1"	0.079	-0.121	0.279	13.522	0.833	0.416	0.533	0.09
"Spink1"	-0.178	-0.628	0.273	1.554	-0.833	0.416	0.533	0.081
"Cyp39a1"	0.297	-0.456	1.051	2.198	0.833	0.416	0.533	0.091
"Olr922"	0.668	-1.026	2.363	2.854	0.833	0.417	0.533	0.135
"Polr2j"	-0.056	-0.199	0.086	13.015	-0.832	0.417	0.534	0.123
"Gas8"	0.07	-0.108	0.249	10.216	0.832	0.417	0.534	0.431
"Olr901"	-0.09	-0.32	0.139	5.219	-0.831	0.418	0.534	0.166
"P4ha3"	-0.232	-0.821	0.357	6.573	-0.83	0.418	0.535	0.507
"Myrip"	-0.186	-0.657	0.286	5.794	-0.83	0.418	0.535	0.68
"Olr1595"	-0.272	-0.965	0.42	3.907	-0.83	0.418	0.535	0.56
"Snrpd1"	-0.056	-0.198	0.086	13.263	-0.83	0.418	0.535	0.143
"Zmym2"	-0.109	-0.387	0.169	8.049	-0.83	0.418	0.535	0.332
"Chrna9"	-0.225	-0.797	0.347	1.535	-0.829	0.419	0.535	0.117
"Skap1"	-0.263	-0.932	0.406	3.953	-0.829	0.419	0.536	0.193
"Olr780"	0.569	-0.88	2.018	3.433	0.829	0.419	0.536	0.155
"Csnk2b"	0.082	-0.127	0.291	12.214	0.828	0.419	0.536	0.205
"Depdc5"	-0.094	-0.334	0.146	5.416	-0.828	0.419	0.536	0.104
"Olr602"	-0.392	-1.39	0.607	4.662	-0.828	0.419	0.536	0.14
"Tmem45b"	-0.305	-1.083	0.473	4.068	-0.828	0.419	0.536	0.116
"Rnf181"	0.068	-0.106	0.242	11.871	0.828	0.419	0.536	0.266
"Olr1239"	-0.096	-0.34	0.148	1.65	-0.828	0.419	0.536	0.078
"Upb1"	-0.137	-0.486	0.212	4.521	-0.828	0.419	0.536	0.26
"Aggf1"	0.091	-0.141	0.322	8.276	0.827	0.42	0.536	0.266
"Krt72"	-0.413	-1.469	0.642	2.034	-0.827	0.42	0.537	0.109
"RGD1310352"	0.327	-0.509	1.163	10.828	0.825	0.421	0.538	0.12
"Dusp2"	0.37	-0.577	1.317	5.239	0.825	0.421	0.538	0.22
"Olr110"	0.221	-0.346	0.789	4.088	0.824	0.422	0.539	0.096
"Oas1b"	1.049	-1.639	3.737	4.955	0.824	0.422	0.539	0.167
"Lbr"	-0.13	-0.465	0.204	5.569	-0.823	0.422	0.539	0.158
"RGD1560291"	-0.303	-1.079	0.474	1.799	-0.823	0.422	0.539	0.115
"Cyp2ab1"	0.202	-0.317	0.722	6.395	0.822	0.422	0.539	0.117
"Olr535"	0.341	-0.534	1.216	2.108	0.822	0.422	0.539	0.202
"RGD1566048"	-0.113	-0.403	0.177	5.055	-0.822	0.422	0.539	0.53
"Rtl1"	0.16	-0.25	0.569	3.449	0.822	0.422	0.539	0.125
"Wdr43"	0.075	-0.117	0.267	7.905	0.822	0.422	0.539	0.14
"Cs"	-0.088	-0.315	0.139	11.136	-0.822	0.423	0.54	0.38
"Bckdha"	-0.066	-0.234	0.103	12.041	-0.822	0.423	0.54	0.119
"Sos2"	0.093	-0.146	0.332	8.506	0.821	0.423	0.54	0.153
"Olr1415"	-0.135	-0.483	0.212	6.507	-0.82	0.423	0.54	0.28
"Arhgef2"	-0.085	-0.304	0.134	11.626	-0.82	0.424	0.541	0.071
"Itprip"	0.65	-1.024	2.324	3.651	0.819	0.424	0.541	0.427
"Olr402"	-0.049	-0.175	0.077	1.468	-0.819	0.424	0.541	0.204
"R3hdm2"	0.073	-0.115	0.261	8.176	0.819	0.424	0.541	0.155
"Mtor"	-0.118	-0.423	0.187	9.022	-0.819	0.424	0.541	0.158
"Rrh"	-0.168	-0.602	0.265	4.642	-0.819	0.424	0.541	0.071
"Aptx"	0.078	-0.123	0.28	7.705	0.818	0.425	0.542	0.089
"Olr199"	-0.251	-0.901	0.398	3.098	-0.816	0.426	0.543	0.091
"Bphl"	-0.203	-0.729	0.322	13.158	-0.816	0.426	0.543	0.069
"Olr1332"	0.106	-0.168	0.379	6.097	0.816	0.426	0.543	0.057
"Pomt2"	-0.134	-0.482	0.213	6.096	-0.816	0.426	0.543	0.139
"Samd4a"	0.115	-0.182	0.411	6.836	0.816	0.426	0.543	0.163
"Tfpt"	-0.115	-0.411	0.182	8.606	-0.816	0.426	0.543	0.141
"Tmem117"	-0.096	-0.346	0.153	10.802	-0.816	0.426	0.543	0.083
"RGD1564324"	-0.336	-1.205	0.534	2.132	-0.815	0.426	0.543	0.083
"Olr105"	-0.36	-1.291	0.571	4.372	-0.815	0.426	0.543	0.093
"Olr1206"	-0.167	-0.601	0.266	1.764	-0.815	0.426	0.543	0.166
"Olr153"	0.406	-0.646	1.458	4.561	0.815	0.427	0.544	0.185
"Gclc"	-0.093	-0.333	0.148	7.905	-0.815	0.427	0.544	0.238
"Olr1177"	0.394	-0.628	1.417	1.796	0.814	0.427	0.544	0.129
"Adh6"	-0.263	-0.944	0.419	2.404	-0.814	0.427	0.544	0.095
"LOC499235"	0.126	-0.201	0.453	7.862	0.814	0.427	0.544	0.15
"Zfp112"	0.362	-0.578	1.302	3.228	0.813	0.427	0.544	0.272
"Pgk2"	-0.374	-1.343	0.596	2.311	-0.813	0.427	0.544	0.521
"Mpg"	-0.054	-0.196	0.087	11.334	-0.813	0.427	0.544	0.116
"Tm4sf5"	-0.293	-1.052	0.467	3.831	-0.813	0.428	0.544	0.158
"Olr1132"	-0.078	-0.281	0.125	1.525	-0.813	0.428	0.545	0.096
"Odad3"	-0.162	-0.583	0.259	5.67	-0.813	0.428	0.545	0.113
"Tbl3"	-0.052	-0.186	0.083	11.314	-0.812	0.428	0.545	0.663
"St3gal3"	-0.106	-0.383	0.17	8.169	-0.812	0.428	0.545	0.082
"Olr347"	0.222	-0.355	0.799	4.254	0.812	0.428	0.545	0.195
"Limd1"	-0.07	-0.253	0.112	9.25	-0.811	0.429	0.546	0.511
"Mgat5"	0.152	-0.243	0.546	5.895	0.811	0.429	0.546	0.5
"Crls1"	-0.052	-0.189	0.084	9.22	-0.81	0.429	0.546	0.116
"Stox1"	-0.617	-2.225	0.99	3.634	-0.81	0.429	0.546	0.173
"Aqr"	0.086	-0.138	0.309	9.829	0.81	0.429	0.546	0.135
"Olr1121"	-0.404	-1.455	0.648	2.084	-0.81	0.429	0.546	0.087
"Olr1191"	-0.212	-0.763	0.34	3.017	-0.81	0.429	0.546	0.098
"Slc46a2"	-0.04	-0.143	0.064	1.41	-0.81	0.429	0.546	0.081
"Tm9sf3"	0.083	-0.133	0.299	9.486	0.81	0.429	0.546	0.083
"RGD1564313"	-0.587	-2.117	0.943	3.479	-0.81	0.429	0.546	0.158
"Atp2a1"	-0.106	-0.382	0.17	6.198	-0.809	0.43	0.546	0.099
"Dus4l"	-0.182	-0.656	0.293	4.697	-0.809	0.43	0.546	0.082
"Asmtl"	0.08	-0.129	0.289	13.266	0.809	0.43	0.547	0.327
"Pdf"	-0.067	-0.241	0.108	11.058	-0.808	0.43	0.547	0.433
"R3hdm1"	-0.147	-0.529	0.236	6.771	-0.808	0.43	0.547	0.183
"Olr1087"	0.331	-0.534	1.196	2.692	0.807	0.431	0.547	0.146
"Foxh1"	-0.431	-1.559	0.697	2.949	-0.807	0.431	0.548	0.225
"Tsks"	-0.254	-0.918	0.41	4.329	-0.807	0.431	0.548	0.278
"Zan"	0.505	-0.817	1.826	2.748	0.806	0.431	0.548	0.086
"Tmem42"	0.086	-0.139	0.312	11.632	0.806	0.431	0.548	0.12
"Lamb3"	0.168	-0.272	0.608	7.741	0.806	0.431	0.548	0.794
"Adora3"	0.131	-0.212	0.474	6.974	0.805	0.432	0.549	0.086
"Nek1"	-0.086	-0.312	0.14	9.848	-0.805	0.432	0.549	0.076
"Stag3"	0.223	-0.361	0.807	4.819	0.805	0.432	0.549	0.152
"Sec61gl"	-0.7	-2.538	1.138	3.131	-0.804	0.433	0.55	0.139
"Ctr9"	0.052	-0.085	0.189	11.434	0.803	0.433	0.55	0.312
"Olr190"	-0.2	-0.727	0.327	1.738	-0.803	0.433	0.55	0.107
"LOC498465"	-0.751	-2.726	1.224	3.676	-0.803	0.433	0.55	0.192
"Tdo2"	0.173	-0.282	0.627	5.314	0.802	0.433	0.55	0.274
"Olr455"	-0.153	-0.556	0.25	1.786	-0.802	0.434	0.551	0.222
"Ctsql2"	-0.186	-0.676	0.304	3.635	-0.802	0.434	0.551	0.077
"Enah"	-0.093	-0.337	0.151	8.323	-0.801	0.434	0.551	0.288
"Olr1236"	0.174	-0.284	0.632	4.684	0.801	0.434	0.551	0.572
"Olr1543"	-0.414	-1.505	0.677	2.536	-0.801	0.434	0.551	0.114
"Txn2"	0.062	-0.102	0.226	12.091	0.8	0.435	0.552	0.765
"LOC502938"	-0.115	-0.418	0.189	10.119	-0.799	0.435	0.552	0.095
"Fbxo7"	0.06	-0.099	0.22	12.927	0.799	0.435	0.553	0.094
"Col11a1"	-0.25	-0.91	0.411	1.715	-0.798	0.436	0.553	0.143
"Mcart1"	-0.065	-0.236	0.106	10.839	-0.798	0.436	0.553	0.152
"Commd7"	0.086	-0.142	0.315	11.369	0.798	0.436	0.553	0.191
"Olr201"	0.393	-0.648	1.434	1.828	0.797	0.436	0.554	0.156
"Hdac3"	-0.084	-0.305	0.138	11.222	-0.797	0.436	0.554	0.288
"Obox2"	-0.61	-2.224	1.004	1.93	-0.797	0.436	0.554	0.383
"RGD1562890"	-0.095	-0.346	0.156	5.06	-0.797	0.437	0.554	0.165
"Rxrb"	0.137	-0.226	0.501	8.95	0.797	0.437	0.554	0.16
"Slc6a16"	-0.173	-0.633	0.286	6.436	-0.797	0.437	0.554	0.178
"Myoz2"	0.365	-0.602	1.332	3.539	0.796	0.437	0.554	0.425
"Ngf"	0.219	-0.362	0.801	5.637	0.796	0.437	0.554	0.213
"Cd248"	0.155	-0.256	0.567	11.992	0.796	0.437	0.554	0.151
"Acvr2b"	-0.096	-0.351	0.159	8.592	-0.796	0.437	0.554	0.528
"Nudt1"	0.086	-0.143	0.316	10.11	0.795	0.437	0.554	0.286
"Olr313"	-0.736	-2.688	1.217	2.167	-0.795	0.438	0.554	0.234
"Sftpa1"	0.217	-0.359	0.793	1.477	0.795	0.438	0.555	0.059
"Pla2g4b"	0.121	-0.2	0.441	5.736	0.795	0.438	0.555	0.107
"rnf141"	0.135	-0.224	0.495	7.873	0.795	0.438	0.555	0.275
"Zhx1"	-0.095	-0.347	0.157	10.015	-0.795	0.438	0.555	0.09
"Slc44a4"	-0.275	-1.008	0.457	7.03	-0.794	0.438	0.555	0.151
"Cyp1a2"	-0.224	-0.82	0.372	2.103	-0.794	0.438	0.555	0.165
"Zfp2"	-0.121	-0.441	0.2	7.511	-0.794	0.438	0.555	0.146
"Dgat1"	0.098	-0.163	0.36	11.15	0.794	0.438	0.555	0.112
"Epha2"	0.407	-0.675	1.488	3.86	0.793	0.439	0.555	0.113
"Slc13a2"	-0.206	-0.753	0.342	5.074	-0.793	0.439	0.556	0.147
"Gdf2"	-0.074	-0.269	0.122	6.553	-0.793	0.439	0.556	0.124
"Icam5"	-0.184	-0.673	0.306	4.846	-0.792	0.439	0.556	0.399
"Jrk"	0.188	-0.314	0.691	5.096	0.791	0.44	0.557	0.609
"Ranbp3"	0.069	-0.114	0.251	11.109	0.791	0.44	0.557	0.552
"Csad"	-0.102	-0.373	0.17	8.64	-0.791	0.44	0.557	0.386
"Adat1"	0.082	-0.138	0.302	6.414	0.791	0.44	0.557	0.147
"Dmbx1"	-0.274	-1.007	0.458	3.634	-0.791	0.44	0.557	0.475
"Dym"	-0.094	-0.345	0.157	8.805	-0.791	0.44	0.557	0.186
"Hint2"	-0.044	-0.161	0.073	13.515	-0.791	0.44	0.557	0.105
"Kdsr"	-0.078	-0.287	0.13	11.33	-0.79	0.44	0.557	0.118
"Myo1a"	-0.619	-2.27	1.033	2.213	-0.79	0.44	0.557	0.247
"Pnpt1"	-0.057	-0.21	0.095	8.891	-0.791	0.44	0.557	0.143
"Mc2r"	0.338	-0.566	1.242	2.183	0.79	0.44	0.557	0.182
"Olr439"	-0.039	-0.143	0.065	1.416	-0.79	0.441	0.557	0.097
"Pex11b"	-0.249	-0.916	0.418	10.288	-0.789	0.441	0.558	0.152
"Nup155"	-0.067	-0.245	0.112	9.356	-0.789	0.441	0.558	0.082
"Ddx23"	-0.092	-0.339	0.154	10.912	-0.788	0.442	0.558	0.356
"Astl"	0.195	-0.328	0.719	1.572	0.788	0.442	0.558	0.071
"Nisch"	0.151	-0.253	0.554	11.416	0.788	0.442	0.558	0.056
"Olr1346"	-0.271	-0.998	0.456	1.643	-0.786	0.443	0.56	0.195
"Ppard"	0.089	-0.149	0.327	6.108	0.786	0.443	0.56	0.182
"Zfp36l3"	0.318	-0.537	1.173	8.646	0.785	0.443	0.56	0.06
"Il17d"	-0.29	-1.07	0.49	3.318	-0.785	0.443	0.56	0.083
"Telo2"	-0.103	-0.381	0.175	10.372	-0.785	0.443	0.56	0.083
"Hnrnpa1"	-0.067	-0.248	0.114	12.817	-0.784	0.444	0.561	0.07
"Ddit4"	-0.155	-0.574	0.263	9.69	-0.784	0.444	0.561	0.4
"Arhgap33"	-0.214	-0.789	0.362	5.732	-0.784	0.444	0.561	0.131
"Eif3g"	0.051	-0.086	0.188	12.239	0.784	0.444	0.561	0.422
"Fxr2"	-0.152	-0.561	0.257	9.443	-0.783	0.444	0.561	0.142
"Olr1064"	0.367	-0.622	1.355	4.502	0.783	0.444	0.561	0.272
"Aph1b"	0.151	-0.257	0.559	12.182	0.783	0.444	0.561	0.488
"Fut8"	-0.104	-0.383	0.176	9.074	-0.783	0.445	0.562	0.088
"Galp"	-0.424	-1.568	0.72	2.714	-0.783	0.445	0.562	0.087
"Tulp4"	0.1	-0.169	0.368	6.982	0.782	0.445	0.562	0.088
"Vom2r72"	-0.256	-0.946	0.434	1.69	-0.782	0.445	0.562	0.09
"Stil"	0.389	-0.662	1.441	3.226	0.781	0.445	0.562	0.135
"Olr387"	0.558	-0.949	2.064	1.722	0.781	0.445	0.562	0.191
"Myod1"	-0.269	-0.996	0.458	5.024	-0.781	0.446	0.562	0.133
"Slc17a1"	0.403	-0.687	1.494	2.81	0.781	0.446	0.562	0.169
"Arhgap6"	0.131	-0.223	0.485	4.863	0.781	0.446	0.562	0.139
"Arl10"	-0.201	-0.744	0.342	4.397	-0.781	0.446	0.563	0.123
"Lmx1a"	-0.41	-1.519	0.699	2.545	-0.781	0.446	0.563	0.092
"Olr239"	-0.21	-0.778	0.358	3.281	-0.78	0.446	0.563	0.155
"Wnt9a"	0.254	-0.434	0.942	4.11	0.78	0.446	0.563	0.115
"Hddc2"	0.057	-0.097	0.211	12.592	0.78	0.446	0.563	0.093
"Trim24"	0.077	-0.132	0.286	1.376	0.78	0.446	0.563	0.082
"Nup210l"	-0.178	-0.662	0.305	3.866	-0.779	0.447	0.563	0.069
"Upp1"	0.174	-0.298	0.646	11.065	0.779	0.447	0.564	0.178
"Guca1b"	-0.337	-1.251	0.577	3.868	-0.779	0.447	0.564	0.146
"N4bp2l1"	0.094	-0.161	0.348	9.907	0.779	0.447	0.564	0.2
"Otos"	-0.384	-1.425	0.657	8.46	-0.779	0.447	0.564	0.103
"Mpl"	-0.208	-0.772	0.356	4.306	-0.778	0.447	0.564	0.108
"Suds3"	-0.088	-0.329	0.152	10.217	-0.778	0.447	0.564	0.094
"Zmpste24"	0.088	-0.15	0.325	7.798	0.778	0.447	0.564	0.106
"Afm"	-0.178	-0.66	0.304	1.859	-0.778	0.447	0.564	0.871
"Best3"	0.41	-0.703	1.522	1.888	0.778	0.448	0.564	0.112
"Olr252"	-0.461	-1.714	0.791	2.686	-0.777	0.448	0.564	0.137
"Ap1b1"	-0.142	-0.528	0.244	11.232	-0.777	0.448	0.564	0.08
"Olr853"	-0.671	-2.493	1.151	2.035	-0.777	0.448	0.564	0.12
"Prr3"	-0.113	-0.421	0.194	12.557	-0.777	0.448	0.564	0.582
"Tox4"	0.101	-0.173	0.374	9.882	0.777	0.448	0.564	0.204
"Olr709"	-0.43	-1.597	0.738	1.78	-0.777	0.448	0.564	0.492
"Psd2"	-0.097	-0.362	0.167	6.222	-0.777	0.448	0.564	0.185
"Npc1l1"	-0.32	-1.19	0.55	4.593	-0.776	0.448	0.565	0.373
"Ccdc42"	-0.541	-2.011	0.93	3.527	-0.776	0.449	0.565	0.985
"Dync1h1"	-0.115	-0.429	0.198	10.787	-0.776	0.449	0.565	0.208
"Ghdc"	-0.185	-0.687	0.318	7.774	-0.776	0.449	0.565	0.153
"Olr1159"	-0.127	-0.473	0.219	1.761	-0.776	0.449	0.565	0.283
"Pdzd3"	-0.179	-0.666	0.308	9.201	-0.776	0.449	0.565	0.771
"Serpinb9"	-0.137	-0.509	0.235	7.668	-0.776	0.449	0.565	0.165
"Olr649"	-0.527	-1.962	0.908	2.049	-0.775	0.449	0.565	0.139
"Prkaa1"	-0.131	-0.489	0.226	6.95	-0.775	0.449	0.565	0.122
"Pigg"	-0.072	-0.27	0.125	5.241	-0.775	0.449	0.565	0.242
"Nuak1"	-0.1	-0.371	0.172	5.786	-0.775	0.449	0.565	0.111
"Wdr59"	-0.123	-0.457	0.211	8.859	-0.775	0.449	0.565	0.217
"Ints2"	0.13	-0.224	0.484	6.138	0.775	0.449	0.565	0.236
"Olr669"	0.242	-0.417	0.901	2.373	0.775	0.449	0.565	0.809
"Rabgap1"	-0.132	-0.491	0.227	9.313	-0.774	0.449	0.565	0.205
"Sval1"	-0.239	-0.89	0.412	2.052	-0.774	0.449	0.565	0.203
"Olr1463"	0.462	-0.799	1.723	1.977	0.774	0.45	0.566	0.238
"Il17b"	-0.19	-0.71	0.329	6.808	-0.773	0.45	0.566	0.09
"Pip5k1a"	0.207	-0.358	0.772	6.557	0.773	0.45	0.566	0.116
"Cc2d1a"	-0.094	-0.349	0.162	10.326	-0.773	0.45	0.566	0.172
"Garem1"	-0.325	-1.212	0.562	2.469	-0.773	0.45	0.566	0.187
"Rsl1d1"	0.054	-0.093	0.2	11.327	0.772	0.451	0.566	0.142
"Snx18"	0.087	-0.152	0.326	5.815	0.772	0.451	0.566	0.1
"Vps8"	0.139	-0.241	0.52	7.535	0.772	0.451	0.567	0.124
"Olr1509"	-0.112	-0.42	0.195	5.833	-0.772	0.451	0.567	0.325
"Nab1"	-0.156	-0.584	0.271	8.547	-0.772	0.451	0.567	0.172
"Ptger1"	-0.2	-0.746	0.347	7.227	-0.772	0.451	0.567	0.711
"Tcp11l2"	-0.095	-0.357	0.166	10.135	-0.771	0.451	0.567	0.1
"Orm1"	0.583	-1.014	2.18	3.181	0.77	0.452	0.568	0.123
"LOC100361265"	-0.159	-0.596	0.277	2.161	-0.77	0.452	0.568	0.224
"Neu4"	0.121	-0.21	0.452	10.539	0.77	0.452	0.568	0.115
"Rmi1"	-0.071	-0.264	0.123	10.058	-0.77	0.452	0.568	0.087
"Spata3"	0.187	-0.325	0.698	3.668	0.77	0.452	0.568	0.221
"Sult2a6"	-0.115	-0.431	0.201	1.582	-0.77	0.452	0.568	0.081
"Appl1"	0.091	-0.158	0.339	8.14	0.77	0.452	0.568	0.088
"Mrps16"	0.061	-0.106	0.228	12.45	0.77	0.452	0.568	0.103
"Olr1319"	0.461	-0.804	1.727	2.082	0.769	0.452	0.568	0.102
"Ralgps1"	-0.25	-0.935	0.436	6.4	-0.769	0.453	0.568	0.079
"Spsb1"	-0.126	-0.473	0.22	6.956	-0.769	0.453	0.568	0.066
"Thbs1"	0.642	-1.121	2.404	2.56	0.768	0.453	0.569	0.615
"L3mbtl2"	0.131	-0.229	0.491	7.681	0.768	0.453	0.569	0.1
"Eif2b2"	0.093	-0.163	0.349	12.686	0.767	0.454	0.569	0.281
"Armc10"	-0.068	-0.254	0.119	8.515	-0.766	0.454	0.57	0.095
"Rgl1"	0.068	-0.12	0.257	8.289	0.766	0.454	0.57	0.121
"Jmjd4"	-0.174	-0.653	0.305	4.45	-0.766	0.454	0.57	0.126
"Pou5f1"	-0.267	-1.002	0.469	1.681	-0.765	0.455	0.571	0.244
"RGD1309139"	-0.215	-0.808	0.378	4.314	-0.765	0.455	0.571	0.388
"Kif2b"	0.387	-0.681	1.456	1.661	0.765	0.455	0.571	0.244
"Wdr75"	-0.06	-0.226	0.106	9.667	-0.765	0.455	0.571	0.349
