"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Psmb9"	2.156	1.814	2.498	12.617	13.31	2.18e-10	1.08e-08	0.163
"C3ar1"	2.154	1.812	2.495	8.937	13.303	2.19e-10	1.09e-08	0.114
"Cd72"	4.602	3.872	5.333	7.584	13.299	2.2e-10	1.09e-08	0.126
"Fxyd5"	2.073	1.744	2.402	10.693	13.301	2.2e-10	1.09e-08	0.137
"Extl2"	-1.349	-1.563	-1.134	8.97	-13.276	2.27e-10	1.11e-08	0.163
"Akr1b8"	2.986	2.51	3.462	10.926	13.248	2.34e-10	1.15e-08	0.246
"Gna15"	2.519	2.116	2.922	11.309	13.202	2.47e-10	1.2e-08	0.053
"Lgals3"	2.714	2.28	3.147	16.882	13.202	2.47e-10	1.2e-08	0.412
"Hgf"	2.805	2.355	3.256	4.518	13.143	2.65e-10	1.28e-08	0.41
"Mboat1"	3.414	2.865	3.962	7.271	13.138	2.66e-10	1.29e-08	0.131
"Dap"	2.284	1.917	2.652	10.648	13.119	2.72e-10	1.31e-08	0.229
"Olr1"	2.797	2.347	3.247	6.908	13.114	2.74e-10	1.32e-08	0.174
"Ugt1a2"	1.955	1.64	2.269	10.447	13.11	2.75e-10	1.32e-08	0.095
"Col1a1"	3.175	2.664	3.687	13.497	13.1	2.79e-10	1.33e-08	0.263
"Hmgcr"	-1.965	-2.282	-1.647	7.863	-13.067	2.9e-10	1.38e-08	0.173
"Lbp"	5.956	4.993	6.919	9.85	13.057	2.93e-10	1.39e-08	0.151
"Man2b2"	2.26	1.894	2.625	8.176	13.056	2.93e-10	1.39e-08	0.4
"Col6a2"	2.271	1.903	2.639	9.058	13.036	3e-10	1.41e-08	0.061
"Arhgap22"	1.283	1.075	1.49	12.173	13.03	3.03e-10	1.42e-08	0.077
"Entpd1"	1.609	1.348	1.869	9.344	13.022	3.05e-10	1.43e-08	0.228
"RT1-A2"	2.527	2.118	2.937	15.01	13.022	3.05e-10	1.43e-08	0.12
"Sh3tc1"	1.743	1.46	2.026	11.623	12.995	3.15e-10	1.47e-08	0.075
"Bmf"	1.951	1.633	2.269	8.685	12.95	3.33e-10	1.54e-08	0.103
"Oaf"	1.431	1.197	1.666	12.733	12.904	3.52e-10	1.63e-08	0.25
"Unc93b1"	2.965	2.479	3.452	8.77	12.865	3.68e-10	1.7e-08	0.164
"Ccl2"	4.097	3.424	4.771	10.861	12.847	3.76e-10	1.73e-08	0.128
"Dnajb13"	1.225	1.023	1.427	6.09	12.827	3.86e-10	1.76e-08	0.081
"Nid2"	2.305	1.926	2.684	10.29	12.828	3.85e-10	1.76e-08	0.197
"Lpxn"	1.941	1.621	2.261	10.891	12.8	3.98e-10	1.81e-08	0.177
"Klf6"	1.35	1.128	1.573	12.357	12.791	4.03e-10	1.83e-08	0.101
"Eya2"	1.837	1.533	2.14	9.193	12.759	4.18e-10	1.89e-08	0.228
"Alox12"	2.085	1.74	2.43	5.688	12.753	4.22e-10	1.9e-08	0.606
"Slc16a7"	1.806	1.507	2.105	8.76	12.752	4.22e-10	1.9e-08	0.094
"Pdpn"	2.37	1.978	2.763	10.843	12.748	4.24e-10	1.9e-08	0.081
"Tnip2"	1.184	0.987	1.38	11.41	12.712	4.43e-10	1.98e-08	0.369
"Rcsd1"	1.589	1.325	1.852	8.716	12.707	4.46e-10	1.99e-08	0.142
"Tap1"	2.81	2.341	3.278	10.69	12.668	4.67e-10	2.08e-08	0.247
"Efemp2"	1.78	1.483	2.077	12.912	12.663	4.7e-10	2.08e-08	0.146
"Ier5l"	1.425	1.187	1.663	13.023	12.638	4.85e-10	2.14e-08	0.111
"Il18bp"	2.58	2.149	3.011	10.112	12.64	4.83e-10	2.14e-08	0.103
"Etv6"	0.967	0.805	1.129	7.244	12.595	5.11e-10	2.24e-08	0.146
"Sfrp5"	3.227	2.685	3.769	7.004	12.57	5.27e-10	2.31e-08	0.11
"Hpse"	2.329	1.938	2.72	9.443	12.562	5.32e-10	2.32e-08	0.095
"Bmp1"	1.256	1.045	1.467	11.012	12.555	5.36e-10	2.33e-08	0.143
"Mvp"	1.883	1.566	2.201	11.863	12.519	5.6e-10	2.43e-08	0.355
"S100a3"	1.694	1.408	1.979	10.082	12.513	5.65e-10	2.45e-08	0.08
"C6"	4.25	3.532	4.967	10.293	12.504	5.71e-10	2.46e-08	0.137
"Gpsm3"	1.676	1.393	1.959	10.93	12.494	5.78e-10	2.49e-08	0.098
"Blnk"	2.524	2.097	2.95	11.872	12.483	5.86e-10	2.51e-08	0.101
"Casp1"	1.754	1.457	2.05	10.634	12.476	5.91e-10	2.53e-08	0.121
"Soat1"	2.205	1.831	2.578	7.494	12.464	6e-10	2.56e-08	0.125
"Ccdc69"	2.655	2.205	3.106	7.392	12.44	6.17e-10	2.63e-08	0.766
"LOC689770"	5.585	4.636	6.534	7.924	12.425	6.29e-10	2.67e-08	0.119
"Gpr183"	2.438	2.023	2.852	8.247	12.406	6.44e-10	2.73e-08	0.109
"RT1-CE7"	2.62	2.174	3.066	11.315	12.402	6.47e-10	2.73e-08	0.212
"Casp4"	1.995	1.655	2.335	10.936	12.391	6.56e-10	2.75e-08	0.149
"Parp3"	1.695	1.406	1.984	8.826	12.39	6.57e-10	2.75e-08	0.351
"Pnpla7"	1.451	1.204	1.699	13.332	12.392	6.55e-10	2.75e-08	0.215
"LOC686180"	2.054	1.704	2.405	9.871	12.363	6.79e-10	2.83e-08	0.353
"Acss2"	-1.662	-1.946	-1.378	8.795	-12.357	6.84e-10	2.84e-08	0.186
"RT1-CE1"	1.983	1.644	2.322	15.104	12.356	6.85e-10	2.84e-08	0.109
"Cd300a"	1.969	1.632	2.305	6.309	12.349	6.91e-10	2.85e-08	0.176
"Neurl3"	2.648	2.195	3.1	7.825	12.348	6.92e-10	2.85e-08	0.466
"Oma1"	1.128	0.935	1.321	11.462	12.34	6.99e-10	2.88e-08	0.167
"Ddx60"	3.915	3.244	4.586	6.01	12.315	7.21e-10	2.96e-08	0.068
"Msr1"	7.062	5.849	8.275	8.197	12.285	7.49e-10	3.06e-08	0.112
"Plek"	2.046	1.694	2.397	11.338	12.283	7.5e-10	3.06e-08	0.098
"Procr"	1.799	1.489	2.108	9.546	12.284	7.5e-10	3.06e-08	0.335
"Pygl"	2.25	1.864	2.637	10.338	12.277	7.56e-10	3.06e-08	0.163
"Shc1"	1.77	1.465	2.074	9.769	12.275	7.57e-10	3.06e-08	0.163
"Spsb2"	1.297	1.074	1.52	9.868	12.278	7.54e-10	3.06e-08	0.147
"Tfec"	3.699	3.062	4.335	5.28	12.259	7.73e-10	3.11e-08	0.239
"Dpep2"	2.704	2.238	3.17	7.35	12.244	7.87e-10	3.16e-08	0.086
"Gpx3"	1.351	1.118	1.584	11.348	12.244	7.88e-10	3.16e-08	0.126
"Tfpi2"	2.145	1.775	2.515	7.095	12.225	8.07e-10	3.22e-08	0.105
"Tlr7"	1.964	1.625	2.304	7.796	12.211	8.2e-10	3.27e-08	0.127
"Ogfrl1"	1.455	1.204	1.707	10.789	12.208	8.24e-10	3.28e-08	0.265
"Fas"	1.906	1.576	2.236	8.12	12.202	8.3e-10	3.29e-08	0.097
"Aldh1a2"	3.18	2.63	3.73	9.724	12.199	8.33e-10	3.29e-08	0.211
"Cd37"	1.972	1.63	2.314	9.159	12.183	8.5e-10	3.35e-08	0.073
"Cyp1b1"	3.542	2.928	4.156	7.762	12.182	8.51e-10	3.35e-08	0.092
"Map2k4"	-1.267	-1.486	-1.047	9.155	-12.18	8.53e-10	3.35e-08	0.063
"LOC366396"	0.828	0.684	0.971	14.495	12.177	8.56e-10	3.35e-08	0.192
"Gpr18"	2.809	2.322	3.296	6.964	12.169	8.66e-10	3.38e-08	0.184
"Ybx1"	0.945	0.78	1.109	15.251	12.152	8.84e-10	3.44e-08	0.187
"Cstb"	1.002	0.827	1.176	14.724	12.142	8.95e-10	3.48e-08	0.144
"Slc22a18"	1.734	1.433	2.036	8.942	12.124	9.15e-10	3.54e-08	0.093
"Col16a1"	1.328	1.097	1.559	12.825	12.12	9.2e-10	3.56e-08	0.118
"Crispld2"	1.558	1.286	1.829	12.462	12.11	9.32e-10	3.57e-08	0.139
"Flna"	2.315	1.912	2.719	10.374	12.11	9.31e-10	3.57e-08	0.112
"Tlr2"	1.825	1.507	2.144	13.61	12.111	9.31e-10	3.57e-08	0.399
"S100a10"	0.987	0.815	1.159	15.774	12.106	9.36e-10	3.58e-08	0.086
"Mmp2"	2.122	1.752	2.493	11.402	12.086	9.6e-10	3.66e-08	0.191
"Rarres1"	2.107	1.739	2.476	9.47	12.08	9.68e-10	3.68e-08	0.143
"Irf9"	1.653	1.364	1.943	10.339	12.051	1e-09	3.81e-08	0.272
"Adig"	3.86	3.183	4.536	8.01	12.046	1.01e-09	3.82e-08	0.107
"Lrch4"	2.188	1.805	2.571	10.596	12.044	1.01e-09	3.82e-08	0.208
"Acly"	-1.074	-1.263	-0.885	15.291	-11.981	1.1e-09	4.13e-08	0.129
"Cd14"	3.233	2.663	3.803	10.011	11.965	1.12e-09	4.2e-08	0.069
"Wwtr1"	1.384	1.14	1.629	7.851	11.962	1.12e-09	4.21e-08	0.238
"Iqgap1"	2.318	1.908	2.727	10.391	11.952	1.14e-09	4.25e-08	0.152
"Gldn"	2.668	2.197	3.14	8.7	11.95	1.14e-09	4.26e-08	0.085
"Dnai2"	1.098	0.904	1.292	8.442	11.947	1.15e-09	4.26e-08	0.089
"Aspg"	3.03	2.494	3.566	13.944	11.932	1.17e-09	4.33e-08	0.102
"Neto2"	-1.04	-1.224	-0.855	9.371	-11.901	1.21e-09	4.5e-08	0.11
"Plekhf2"	1.221	1.004	1.438	9.338	11.884	1.24e-09	4.58e-08	0.139
"Trim69"	1.863	1.532	2.194	7.8	11.881	1.25e-09	4.59e-08	0.094
"LOC503340"	2.206	1.814	2.598	13.226	11.873	1.26e-09	4.63e-08	0.13
"Gabrd"	-1.079	-1.27	-0.887	7.913	-11.869	1.27e-09	4.64e-08	0.209
"Copz2"	1.676	1.378	1.975	10.758	11.858	1.28e-09	4.69e-08	0.088
"Lamb1"	2.574	2.115	3.032	9.522	11.852	1.29e-09	4.71e-08	0.111
"Mlxipl"	1.694	1.392	1.995	9.253	11.851	1.29e-09	4.71e-08	0.14
"F10"	4.203	3.453	4.952	9.056	11.832	1.33e-09	4.8e-08	0.244
"Fmod"	3.192	2.623	3.762	14.203	11.833	1.33e-09	4.8e-08	0.437
"RT1-CE12"	1.981	1.627	2.335	14.817	11.807	1.37e-09	4.95e-08	0.225
"Angptl8"	3.322	2.727	3.916	6.551	11.79	1.4e-09	5.05e-08	0.232
"Acsl3"	-1.235	-1.456	-1.014	13.844	-11.788	1.4e-09	5.05e-08	0.247
"Dcun1d4"	-0.936	-1.104	-0.769	9.551	-11.782	1.41e-09	5.07e-08	0.327
"Anxa7"	1.366	1.121	1.61	11.858	11.769	1.44e-09	5.14e-08	0.261
"Mxra8"	2.04	1.674	2.406	12.081	11.768	1.44e-09	5.14e-08	0.421
"Atp6v0e1"	1.11	0.91	1.309	14.193	11.753	1.47e-09	5.21e-08	0.175
"Myl2"	3.657	3	4.314	5.574	11.752	1.47e-09	5.21e-08	0.102
"Tnfaip6"	3.433	2.816	4.049	9.703	11.754	1.47e-09	5.21e-08	0.302
"Stx11"	2.664	2.185	3.143	6.653	11.743	1.49e-09	5.26e-08	0.118
"Mast4"	-1.042	-1.23	-0.855	8.332	-11.733	1.51e-09	5.32e-08	0.192
"Hhip"	-1.588	-1.874	-1.301	8.597	-11.701	1.57e-09	5.53e-08	0.082
"Arhgap15"	1.234	1.011	1.456	9.91	11.696	1.58e-09	5.55e-08	0.211
"Ticam2"	2.134	1.749	2.519	7.054	11.689	1.59e-09	5.59e-08	0.162
"Birc3"	2.027	1.661	2.394	8.437	11.679	1.62e-09	5.65e-08	0.091
"Kremen1"	1.603	1.313	1.893	7.158	11.661	1.65e-09	5.77e-08	0.066
"Arhgap30"	2.823	2.31	3.335	7.511	11.626	1.73e-09	6.03e-08	0.22
"Iqcb1"	-0.976	-1.153	-0.798	8.793	-11.613	1.76e-09	6.09e-08	0.229
"Mlph"	3.348	2.739	3.956	8.126	11.614	1.76e-09	6.09e-08	0.241
"Sidt1"	-1.319	-1.559	-1.08	7.531	-11.614	1.76e-09	6.09e-08	0.213
"Mmp14"	1.99	1.628	2.352	14.076	11.606	1.78e-09	6.12e-08	0.224
"Trip10"	1.216	0.995	1.438	11.694	11.602	1.79e-09	6.14e-08	0.261
"Hs2st1"	1.086	0.888	1.284	13.055	11.595	1.8e-09	6.18e-08	0.399
"Steap1"	2.737	2.238	3.236	8.776	11.58	1.84e-09	6.29e-08	0.212
"Lipa"	2.048	1.674	2.421	13.216	11.571	1.86e-09	6.35e-08	0.12
"Ezr"	1.834	1.499	2.169	10.283	11.561	1.89e-09	6.43e-08	0.244
"Apoc4"	3.139	2.564	3.714	10.166	11.53	1.96e-09	6.67e-08	0.142
"Lyl1"	2.076	1.696	2.456	7.803	11.529	1.97e-09	6.67e-08	0.072
"Zc3hav1"	1.962	1.603	2.321	6.281	11.523	1.98e-09	6.71e-08	0.158
"Lacc1"	1.348	1.101	1.596	10.015	11.509	2.02e-09	6.81e-08	0.08
"Lcp2"	2.184	1.783	2.585	9.198	11.493	2.06e-09	6.94e-08	0.152
"Sgpl1"	1.524	1.244	1.804	9.711	11.487	2.08e-09	6.98e-08	0.253
"Snx20"	2.401	1.959	2.842	8.68	11.482	2.09e-09	7.01e-08	0.088
"Mrps34"	-0.714	-0.846	-0.583	14.692	-11.478	2.1e-09	7.03e-08	0.166
"Nek6"	1.762	1.437	2.087	8.682	11.453	2.17e-09	7.25e-08	0.156
"Plcg2"	1.829	1.491	2.166	9.231	11.429	2.24e-09	7.42e-08	0.066
"Spta1"	1.994	1.625	2.362	8.823	11.429	2.24e-09	7.42e-08	0.094
"Stard4"	-1.711	-2.027	-1.395	7.364	-11.431	2.23e-09	7.42e-08	0.126
"Vegfa"	-1.167	-1.382	-0.951	8.676	-11.434	2.23e-09	7.42e-08	0.446
"Cd38"	1.495	1.218	1.771	8.743	11.422	2.26e-09	7.47e-08	0.176
"Fcgr1a"	2.176	1.774	2.578	10.617	11.414	2.29e-09	7.54e-08	0.077
"Lcp1"	2.173	1.771	2.575	9.205	11.412	2.29e-09	7.54e-08	0.107
"RGD1305464"	1.416	1.154	1.679	9.003	11.396	2.34e-09	7.69e-08	0.086
"Itgal"	3.462	2.821	4.104	6.063	11.389	2.36e-09	7.72e-08	0.16
"Trim63"	2.471	2.013	2.929	6.56	11.389	2.36e-09	7.72e-08	0.091
"Sat1"	1.467	1.195	1.739	13.887	11.386	2.37e-09	7.73e-08	0.094
"Anxa3"	1.104	0.898	1.309	13.188	11.345	2.51e-09	8.15e-08	0.154
"Tnfsf12"	1.357	1.104	1.61	9.527	11.335	2.54e-09	8.24e-08	0.287
"Srr"	-0.979	-1.162	-0.797	8.503	-11.319	2.59e-09	8.39e-08	0.076
"Abcc3"	1.58	1.285	1.875	7.537	11.296	2.67e-09	8.64e-08	0.081
"Pabpc1"	1.074	0.873	1.275	15.866	11.285	2.71e-09	8.74e-08	0.116
"Cxcl14"	3.148	2.559	3.737	15.609	11.277	2.74e-09	8.81e-08	0.065
"Hist1h4b"	1.569	1.276	1.863	11.977	11.277	2.74e-09	8.81e-08	0.098
"Snap47"	-0.964	-1.145	-0.784	11.902	-11.271	2.76e-09	8.85e-08	0.114
"Col18a1"	2.578	2.095	3.061	11.185	11.264	2.79e-09	8.92e-08	0.086
"Alpk3"	3.837	3.117	4.556	4.292	11.252	2.83e-09	9.04e-08	0.289
"Dyrk2"	1.768	1.436	2.1	9.237	11.239	2.88e-09	9.18e-08	0.089
"Irf1"	1.476	1.199	1.753	8.168	11.228	2.93e-09	9.25e-08	0.371
"Pmp2"	2.223	1.805	2.64	10.765	11.228	2.93e-09	9.25e-08	0.302
"RGD1565695"	3.302	2.681	3.922	5.114	11.227	2.93e-09	9.25e-08	0.066
"Wnt4"	3.656	2.969	4.343	11.428	11.23	2.92e-09	9.25e-08	0.164
"Frrs1"	2.463	2	2.926	7.553	11.221	2.96e-09	9.31e-08	0.275
"Tgfbr2"	1.763	1.431	2.095	8.07	11.217	2.97e-09	9.34e-08	0.221
"Cav3"	1.782	1.446	2.117	6.863	11.213	2.99e-09	9.37e-08	0.279
"Dtx4"	1.653	1.342	1.965	9.046	11.207	3.01e-09	9.42e-08	0.237
"Rhod"	0.897	0.728	1.066	8.877	11.2	3.04e-09	9.5e-08	0.247
"Fcgrt"	1.651	1.34	1.962	12.879	11.195	3.06e-09	9.53e-08	0.388
"Cd36"	3.897	3.161	4.634	7.889	11.175	3.14e-09	9.72e-08	0.244
"Mxd4"	0.825	0.669	0.98	12.075	11.175	3.14e-09	9.72e-08	0.433
"Runx1"	1.214	0.985	1.444	12.304	11.174	3.15e-09	9.72e-08	0.252
"Tubb6"	1.54	1.249	1.83	12.638	11.177	3.13e-09	9.72e-08	0.341
"B2m"	1.432	1.161	1.702	16.355	11.172	3.15e-09	9.73e-08	0.384
"Slc9a6"	-1.179	-1.402	-0.956	11.371	-11.167	3.18e-09	9.79e-08	0.305
"Mapk9"	-1.038	-1.235	-0.842	9.65	-11.165	3.19e-09	9.79e-08	0.5
"Apbb1ip"	1.969	1.596	2.342	10.744	11.137	3.31e-09	1.01e-07	0.086
"Casp7"	1.22	0.989	1.452	11.455	11.136	3.31e-09	1.01e-07	0.229
"Atp10d"	1.422	1.152	1.691	8.687	11.122	3.37e-09	1.03e-07	0.089
"Fdps"	-1.622	-1.93	-1.314	12.785	-11.123	3.37e-09	1.03e-07	0.653
"Adamtsl3"	1.696	1.374	2.018	5.975	11.115	3.41e-09	1.04e-07	0.254
"Axl"	2.247	1.82	2.674	9.036	11.109	3.43e-09	1.04e-07	0.214
"LOC102546864"	2.568	2.08	3.056	8.345	11.107	3.44e-09	1.04e-07	0.331
"Reck"	1.652	1.338	1.967	9.568	11.103	3.46e-09	1.05e-07	0.085
"Il10rb"	1.679	1.359	1.998	9.017	11.101	3.47e-09	1.05e-07	0.201
"Unc13c"	-1.764	-2.1	-1.428	8.884	-11.079	3.57e-09	1.08e-07	0.16
"Gna14"	-1.601	-1.906	-1.296	7.158	-11.074	3.6e-09	1.08e-07	0.174
"Emilin1"	1.932	1.563	2.302	9.778	11.052	3.71e-09	1.11e-07	0.121
"Plp2"	2.013	1.628	2.397	13.407	11.048	3.73e-09	1.12e-07	0.173
"Ttc19"	-1.005	-1.197	-0.813	8.845	-11.046	3.74e-09	1.12e-07	0.222
"Psmb8"	2.062	1.668	2.456	11.638	11.035	3.8e-09	1.13e-07	0.075
"Sh2b3"	1.536	1.243	1.83	11.882	11.034	3.8e-09	1.13e-07	0.185
"Armcx3"	-1.157	-1.378	-0.935	8.324	-11.03	3.82e-09	1.14e-07	0.097
"Map4k1"	2.04	1.65	2.431	8.788	11.027	3.83e-09	1.14e-07	0.234
"Dcxr"	0.91	0.736	1.085	11.72	11.02	3.87e-09	1.15e-07	0.212
"Dusp6"	1.121	0.906	1.335	13.913	11.013	3.91e-09	1.15e-07	0.138
"Irak4"	1.384	1.119	1.65	7.613	11.011	3.92e-09	1.16e-07	0.256
"Itih1"	2.958	2.39	3.525	6.55	10.999	3.99e-09	1.17e-07	0.107
"Ccrl2"	2.037	1.646	2.429	8.526	10.985	4.06e-09	1.19e-07	0.157
"Mmp12"	8.503	6.87	10.137	9.569	10.986	4.05e-09	1.19e-07	0.196
"Ubl7"	1.08	0.872	1.287	12.022	10.987	4.05e-09	1.19e-07	0.11
"Fa2h"	-1.695	-2.02	-1.369	7.87	-10.982	4.08e-09	1.19e-07	0.482
"Bgn"	1.489	1.203	1.776	15.881	10.972	4.13e-09	1.2e-07	0.173
"Paqr4"	-0.703	-0.839	-0.568	12.179	-10.97	4.14e-09	1.2e-07	0.067
"Dut"	-1.288	-1.535	-1.04	12.212	-10.967	4.16e-09	1.21e-07	0.201
"Rassf9"	1.285	1.038	1.533	9.007	10.96	4.2e-09	1.22e-07	0.117
"RGD1305347"	-1.981	-2.363	-1.599	8.938	-10.957	4.22e-09	1.22e-07	0.068
"MGC108823"	3.586	2.895	4.277	11.128	10.952	4.25e-09	1.23e-07	0.09
"Slc36a3"	2.875	2.32	3.429	5.152	10.942	4.31e-09	1.24e-07	0.071
"Pex5l"	-1.68	-2.004	-1.356	12.287	-10.934	4.35e-09	1.25e-07	0.112
"Ppp2r2b"	-1.205	-1.438	-0.973	11.26	-10.929	4.38e-09	1.25e-07	0.561
"Tmsb10"	0.757	0.611	0.904	15.226	10.931	4.37e-09	1.25e-07	0.228
"Mertk"	1.78	1.436	2.124	8.981	10.928	4.39e-09	1.25e-07	0.159
"Efhc1"	0.846	0.682	1.009	7.976	10.924	4.41e-09	1.26e-07	0.144
"Atp6v0d2"	7.622	6.149	9.095	8.506	10.922	4.43e-09	1.26e-07	0.081
"Prickle1"	-0.79	-0.943	-0.637	9.376	-10.91	4.5e-09	1.27e-07	0.342
"RGD1562265"	0.736	0.593	0.878	15.451	10.912	4.49e-09	1.27e-07	0.227
"St3gal1"	1.095	0.883	1.307	10.288	10.91	4.5e-09	1.27e-07	0.294
"LOC100360244"	-1.085	-1.295	-0.875	6.093	-10.904	4.53e-09	1.28e-07	0.215
"Renbp"	1.122	0.905	1.34	11.58	10.895	4.59e-09	1.29e-07	0.847
"Pik3cg"	2.441	1.968	2.915	6.672	10.886	4.65e-09	1.31e-07	0.265
"Fli1"	1.833	1.478	2.189	8.293	10.882	4.67e-09	1.31e-07	0.092
"Ppp1r14c"	-1.649	-1.97	-1.329	9.317	-10.869	4.76e-09	1.33e-07	0.377
"Trim34"	1.683	1.356	2.01	7.156	10.87	4.76e-09	1.33e-07	0.282
"Calhm2"	1.53	1.232	1.828	8.944	10.847	4.91e-09	1.37e-07	0.276
"Gmfg"	2.05	1.651	2.45	13.787	10.831	5.01e-09	1.4e-07	0.082
"Ikbkb"	0.833	0.671	0.995	11.9	10.83	5.02e-09	1.4e-07	0.325
"Serpinf1"	3.339	2.688	3.99	11.572	10.827	5.04e-09	1.4e-07	0.316
"Slc12a7"	1.577	1.269	1.885	8.339	10.817	5.11e-09	1.42e-07	0.079
"Tgif1"	1.231	0.991	1.471	7.883	10.814	5.13e-09	1.42e-07	0.131
"Ablim3"	-1.341	-1.603	-1.079	7.931	-10.808	5.17e-09	1.43e-07	0.101
"Dynll2"	-1.203	-1.438	-0.968	12.411	-10.808	5.17e-09	1.43e-07	0.369
"RGD1311739"	-1.185	-1.417	-0.954	9.872	-10.806	5.19e-09	1.43e-07	0.111
"Fcgr3a"	2.157	1.736	2.579	12.118	10.796	5.26e-09	1.45e-07	0.201
"Amdhd2"	2.309	1.857	2.762	12.301	10.78	5.38e-09	1.47e-07	0.159
"Metrnl"	1.894	1.523	2.264	13.118	10.78	5.38e-09	1.47e-07	0.081
"Nkrf"	-1.207	-1.443	-0.97	7.71	-10.775	5.42e-09	1.48e-07	0.126
"Plscr1"	2.825	2.271	3.378	10.431	10.772	5.44e-09	1.48e-07	0.251
"Hhex"	0.999	0.803	1.195	11.569	10.765	5.49e-09	1.49e-07	0.202
"Itga4"	3.427	2.755	4.099	5.417	10.765	5.49e-09	1.49e-07	0.159
"Dbr1"	1.445	1.161	1.728	9.412	10.762	5.52e-09	1.5e-07	0.103
"Hcrtr1"	-1.778	-2.128	-1.429	5.573	-10.741	5.68e-09	1.54e-07	0.165
"Ucn2"	2.859	2.297	3.422	5.411	10.731	5.76e-09	1.56e-07	0.089
"Fam20c"	1.256	1.008	1.504	15.786	10.701	6e-09	1.62e-07	0.156
"Stxbp2"	2.729	2.191	3.268	8.75	10.698	6.03e-09	1.62e-07	0.135
"Card9"	1.378	1.106	1.65	11.627	10.694	6.06e-09	1.63e-07	0.067
"Prdm1"	2.38	1.909	2.85	5.542	10.68	6.18e-09	1.66e-07	0.204
"Epb41"	1.782	1.429	2.134	7.178	10.676	6.21e-09	1.66e-07	0.674
"Mgst1"	1.514	1.215	1.814	12.824	10.67	6.27e-09	1.68e-07	0.143
"C1s"	2.844	2.281	3.406	11.403	10.666	6.3e-09	1.68e-07	0.186
"Sgk1"	1.978	1.586	2.369	12.738	10.667	6.29e-09	1.68e-07	0.092
"Prtn3"	-0.847	-1.016	-0.679	7.756	-10.632	6.6e-09	1.76e-07	0.12
"Prelp"	2.714	2.175	3.253	10.126	10.628	6.64e-09	1.76e-07	0.09
"Ada"	2.389	1.914	2.863	10.509	10.627	6.66e-09	1.76e-07	0.418
"Lgals3bp"	2.735	2.191	3.279	13.811	10.609	6.82e-09	1.8e-07	0.196
"Cyp4x1"	-2.101	-2.519	-1.682	2.1	-10.603	6.88e-09	1.82e-07	0.466
"Nppc"	-1.555	-1.864	-1.245	9.798	-10.597	6.93e-09	1.83e-07	0.43
"Slc7a7"	3.155	2.527	3.784	7.835	10.596	6.94e-09	1.83e-07	0.295
"Cd84"	2.436	1.951	2.922	8.941	10.589	7.01e-09	1.84e-07	0.613
"Zfp36l2"	1.584	1.268	1.899	9.759	10.587	7.04e-09	1.85e-07	0.152
"Osr1"	3.1	2.481	3.718	7.101	10.582	7.08e-09	1.85e-07	0.152
"Plcb3"	1.6	1.281	1.919	9.061	10.58	7.1e-09	1.86e-07	0.103
"Tagln2"	2.445	1.957	2.932	11.971	10.577	7.13e-09	1.86e-07	0.116
"Slc26a11"	1.24	0.993	1.488	8.394	10.574	7.16e-09	1.87e-07	0.154
"Zbp1"	4.263	3.412	5.114	8.769	10.569	7.21e-09	1.88e-07	0.144
"Hk2"	2.289	1.831	2.746	6.858	10.561	7.3e-09	1.89e-07	0.094
"Uqcrh"	-0.739	-0.887	-0.592	16.125	-10.562	7.29e-09	1.89e-07	0.084
"RragB"	-1.125	-1.35	-0.9	10.072	-10.556	7.35e-09	1.9e-07	0.145
"Ccr1"	3.741	2.993	4.49	5.77	10.552	7.39e-09	1.91e-07	0.135
"Paqr3"	-1.365	-1.639	-1.091	8.52	-10.53	7.62e-09	1.96e-07	0.164
"Syne2"	1.75	1.399	2.101	5.369	10.523	7.69e-09	1.98e-07	0.2
"Nhlrc3"	1.326	1.06	1.592	8.818	10.519	7.74e-09	1.99e-07	0.242
"Bak1"	0.891	0.712	1.071	12.451	10.499	7.96e-09	2.04e-07	0.18
"Ndufa8"	-1.202	-1.444	-0.961	13.543	-10.496	7.99e-09	2.04e-07	0.525
"Spin2a"	-1.535	-1.844	-1.226	7.98	-10.494	8.01e-09	2.05e-07	0.181
"Hcls1"	2.395	1.913	2.877	9.971	10.487	8.09e-09	2.06e-07	0.198
"Calm2"	-0.799	-0.959	-0.638	15.693	-10.48	8.17e-09	2.08e-07	0.29
"Hdac11"	-1.064	-1.278	-0.85	8.396	-10.474	8.24e-09	2.1e-07	0.144
"Osr2"	4.379	3.496	5.261	5.489	10.468	8.31e-09	2.11e-07	0.637
"Fbxo9"	-1.302	-1.564	-1.039	9.155	-10.466	8.34e-09	2.11e-07	0.329
"Krcc1"	1.086	0.867	1.305	11.79	10.464	8.36e-09	2.11e-07	0.207
"Zfp36"	1.859	1.484	2.234	6.7	10.465	8.35e-09	2.11e-07	0.112
"Tmem179b"	0.901	0.719	1.083	9.004	10.462	8.39e-09	2.11e-07	0.082
"Hs3st6"	2.354	1.879	2.829	7.858	10.455	8.47e-09	2.13e-07	0.353
"Grem2"	-1.761	-2.116	-1.405	7.398	-10.452	8.5e-09	2.14e-07	0.231
"Mal2"	-2.309	-2.775	-1.842	6.997	-10.448	8.55e-09	2.15e-07	0.461
