"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Nlrc3"	-0.092	-0.978	0.795	2.709	-0.218	0.83	0.882	0.339
"Cyp17a1"	-0.035	-0.371	0.302	4.661	-0.218	0.83	0.882	0.075
"Zfp423"	0.054	-0.472	0.58	9.622	0.217	0.83	0.882	0.168
"Shc3"	-0.019	-0.209	0.17	9.392	-0.217	0.831	0.883	0.066
"Rab15"	-0.059	-0.636	0.518	11.046	-0.217	0.831	0.883	0.164
"Olr889"	-0.117	-1.258	1.024	2.4	-0.216	0.831	0.883	0.066
"Ramp1"	-0.032	-0.346	0.282	14.374	-0.216	0.831	0.883	0.109
"Chuk"	-0.03	-0.324	0.264	7.769	-0.216	0.832	0.883	0.09
"Alg12"	-0.037	-0.404	0.329	8.364	-0.215	0.832	0.884	0.257
"Crybb2"	-0.059	-0.639	0.521	1.51	-0.215	0.832	0.884	0.397
"Fgfbp1"	0.055	-0.488	0.599	1.886	0.215	0.832	0.884	0.246
"Gabrb2"	-0.044	-0.479	0.391	5.101	-0.215	0.832	0.884	0.079
"Gcsh"	-0.017	-0.186	0.151	12.072	-0.215	0.832	0.884	0.132
"Ppp1r3b"	-0.03	-0.327	0.267	5.126	-0.215	0.832	0.884	0.317
"Als2"	0.053	-0.472	0.579	5.816	0.215	0.833	0.884	0.086
"Pabpc5"	-0.135	-1.463	1.193	1.813	-0.214	0.833	0.884	0.09
"Senp7"	0.047	-0.418	0.513	5.149	0.215	0.833	0.884	0.082
"Zfyve27"	0.016	-0.138	0.169	11.709	0.214	0.833	0.884	0.09
"Pbsn"	-0.089	-0.966	0.788	1.709	-0.214	0.833	0.884	0.165
"Grin2c"	0.035	-0.307	0.376	15.091	0.214	0.833	0.884	0.156
"Ap1b1"	0.039	-0.342	0.419	11.232	0.214	0.833	0.884	0.141
"Tbc1d13"	-0.034	-0.375	0.306	5.981	-0.213	0.834	0.885	0.105
"Olr167"	0.021	-0.185	0.226	1.568	0.212	0.835	0.886	0.142
"Pdcl"	0.032	-0.289	0.354	10.888	0.212	0.835	0.886	0.089
"Srp68"	-0.029	-0.32	0.262	10.743	-0.212	0.835	0.886	0.087
"Crebbp"	-0.034	-0.37	0.303	9.966	-0.212	0.835	0.886	0.083
"Mro"	0.05	-0.45	0.55	12.63	0.21	0.836	0.887	0.239
"Olr845"	0.108	-0.978	1.195	2.071	0.21	0.836	0.887	0.058
"Prl8a4"	0.059	-0.532	0.65	1.448	0.21	0.836	0.887	0.087
"Olr404"	-0.085	-0.935	0.766	3.59	-0.21	0.836	0.887	0.117
"Olr354"	-0.035	-0.385	0.315	1.648	-0.21	0.836	0.887	0.098
"Nepn"	-0.035	-0.385	0.316	1.78	-0.209	0.837	0.887	0.081
"Skap1"	-0.065	-0.725	0.595	3.953	-0.209	0.837	0.888	0.421
"Serpinb6b"	0.026	-0.235	0.287	10.209	0.209	0.837	0.888	0.251
"Scube3"	-0.098	-1.087	0.892	3.663	-0.208	0.837	0.888	0.067
"Hnf4g"	0.129	-1.175	1.432	1.711	0.208	0.837	0.888	0.056
"LOC365238"	-0.026	-0.29	0.238	10.852	-0.208	0.837	0.888	0.528
"Fscb"	-0.037	-0.41	0.336	1.553	-0.208	0.838	0.888	0.056
"Rpa1"	-0.031	-0.34	0.279	9.485	-0.208	0.838	0.888	0.245
"Atf4"	-0.02	-0.222	0.182	15.065	-0.208	0.838	0.888	0.064
"Veph1"	0.053	-0.482	0.588	3.612	0.208	0.838	0.888	0.092
"Ankk1"	-0.023	-0.254	0.208	6.043	-0.207	0.838	0.888	0.065
"Usp42"	0.025	-0.234	0.285	7.417	0.207	0.838	0.888	0.276
"Mapk15"	0.039	-0.357	0.434	5.612	0.207	0.839	0.889	0.081
"Vcan"	0.043	-0.397	0.483	10.231	0.206	0.839	0.889	0.069
"Cdx4"	0.098	-0.905	1.101	2.259	0.206	0.839	0.889	0.063
"RGD1561853"	-0.046	-0.52	0.428	4.495	-0.205	0.84	0.89	0.177
"Atp2b4"	0.06	-0.554	0.673	4.494	0.205	0.84	0.89	0.232
"Olr1237"	0.044	-0.41	0.498	4.191	0.205	0.84	0.89	0.1
"mrpl24"	0.012	-0.111	0.135	12.274	0.204	0.84	0.89	0.12
"Bop1"	-0.024	-0.268	0.221	10.96	-0.204	0.841	0.89	0.088
"Mrpl3"	0.016	-0.153	0.186	11.225	0.204	0.841	0.89	0.135
"Rabggtb"	-0.039	-0.441	0.363	13.732	-0.204	0.841	0.89	0.111
"Mcpt8l2"	0.104	-0.968	1.175	2.023	0.204	0.841	0.89	0.24
"Svs4"	0.044	-0.408	0.495	5.17	0.204	0.841	0.891	0.083
"Gcg"	-0.113	-1.289	1.063	2.239	-0.203	0.841	0.891	0.093
"LOC680907"	-0.051	-0.577	0.476	1.599	-0.203	0.842	0.891	0.173
"Taar5"	0.072	-0.682	0.827	5.148	0.203	0.842	0.891	0.098
"Olr1275"	-0.103	-1.174	0.969	1.912	-0.202	0.842	0.891	0.1
"Stoml3"	-0.059	-0.68	0.561	5.87	-0.202	0.842	0.892	0.117
"Bcr"	0.173	-1.641	1.987	2.939	0.202	0.842	0.892	0.055
"Olr892"	-0.027	-0.308	0.255	1.531	-0.202	0.843	0.892	0.429
"Pelp1"	-0.014	-0.16	0.132	12.123	-0.201	0.843	0.892	0.152
"Il17b"	0.049	-0.464	0.562	6.808	0.201	0.843	0.892	0.117
"Neo1"	0.024	-0.227	0.275	8.846	0.2	0.844	0.892	0.078
"Sycp3"	-0.037	-0.423	0.35	1.552	-0.2	0.844	0.893	0.107
"Pwwp2a"	-0.031	-0.36	0.298	6.109	-0.2	0.844	0.893	0.079
"Cst9l"	-0.009	-0.105	0.087	1.325	-0.199	0.845	0.893	0.096
"Egln2"	0.024	-0.234	0.282	12.356	0.199	0.845	0.893	0.068
"Rasgrp4"	-0.025	-0.291	0.241	8.456	-0.198	0.845	0.894	0.071
"Sall3"	0.031	-0.299	0.361	8.93	0.198	0.845	0.894	0.111
"Enam"	0.053	-0.516	0.623	1.76	0.198	0.846	0.894	0.147
"Mrps18b"	0.016	-0.154	0.186	9.067	0.198	0.846	0.894	0.075
"Olr1279"	0.056	-0.543	0.655	2.109	0.198	0.846	0.894	0.097
"Nudt3"	-0.02	-0.238	0.198	9.998	-0.197	0.846	0.894	0.092
"Gtf2h5"	0.015	-0.145	0.175	13.183	0.197	0.846	0.894	0.16
"Htt"	-0.022	-0.259	0.215	8.222	-0.197	0.846	0.894	0.084
"Il17d"	-0.072	-0.841	0.698	3.318	-0.197	0.846	0.894	0.057
"Olr729"	0.014	-0.14	0.168	1.588	0.197	0.846	0.894	0.384
"Olr1589"	-0.086	-1.01	0.838	2.742	-0.196	0.847	0.895	0.079
"Camp"	0.065	-0.632	0.762	5.102	0.196	0.847	0.895	0.09
"Uts2"	0.063	-0.62	0.747	13.486	0.196	0.847	0.895	0.56
"Gsx2"	-0.025	-0.295	0.245	6.231	-0.195	0.847	0.895	0.278
"Klk13"	0.067	-0.658	0.792	3.353	0.195	0.847	0.895	0.117
"Ldhc"	-0.05	-0.59	0.49	3.514	-0.196	0.847	0.895	0.121
"Olr1868"	-0.097	-1.145	0.951	2.384	-0.195	0.847	0.895	0.14
"Olr339"	0.161	-1.583	1.906	2.15	0.195	0.847	0.895	0.226
"Tas2r119"	-0.043	-0.513	0.426	1.748	-0.195	0.848	0.895	0.105
"Cd300lg"	-0.032	-0.379	0.315	6.145	-0.194	0.848	0.896	0.094
"Snx17"	-0.02	-0.232	0.193	9.414	-0.194	0.848	0.896	0.374
"Npas2"	0.024	-0.241	0.29	7.821	0.193	0.849	0.896	0.078
"Crlf3"	0.02	-0.197	0.236	10.055	0.193	0.849	0.897	0.1
"Fars2"	-0.018	-0.213	0.177	10.272	-0.193	0.849	0.897	0.11
"Ehbp1"	0.025	-0.253	0.304	7.507	0.193	0.849	0.897	0.072
"Stk35"	0.024	-0.24	0.288	7.582	0.193	0.85	0.897	0.1
"Olr1201"	0.062	-0.623	0.748	1.846	0.192	0.85	0.897	0.188
"Olr1425"	0.038	-0.378	0.454	4.555	0.192	0.85	0.897	0.061
"Olr91"	0.11	-1.095	1.315	2.834	0.192	0.85	0.897	0.213
"Pde7b"	0.039	-0.394	0.473	4.708	0.192	0.85	0.897	0.083
"Rbp7"	0.108	-1.078	1.294	2.162	0.192	0.85	0.897	0.11
"Limd1"	-0.016	-0.196	0.164	9.25	-0.191	0.851	0.898	0.149
"Heca"	-0.017	-0.205	0.171	8.318	-0.191	0.851	0.898	0.189
"Mef2d"	-0.019	-0.231	0.193	5.951	-0.191	0.851	0.898	0.087
"Acadsb"	-0.029	-0.347	0.289	6.912	-0.191	0.851	0.898	0.398
"Krt82"	0.124	-1.248	1.495	1.889	0.19	0.851	0.898	0.263
"Tm9sf3"	-0.019	-0.232	0.194	9.486	-0.19	0.852	0.898	0.169
"Inhbe"	-0.019	-0.227	0.19	1.374	-0.189	0.852	0.899	0.271
"Hoxb1"	0.071	-0.728	0.871	4.96	0.189	0.853	0.899	0.581
"LOC680227"	-0.03	-0.371	0.31	1.4	-0.188	0.853	0.9	0.07
"LOC687082"	0.009	-0.093	0.111	1.39	0.187	0.854	0.9	0.127
"Nlrp4"	0.056	-0.576	0.689	1.837	0.188	0.853	0.9	0.103
"Olr202"	-0.044	-0.541	0.452	5.164	-0.187	0.854	0.9	0.165
"Olr447"	0.073	-0.751	0.897	1.65	0.188	0.853	0.9	0.058
"Rspry1"	-0.028	-0.344	0.288	9.955	-0.187	0.854	0.9	0.077
"Trim72"	-0.06	-0.743	0.622	4.312	-0.186	0.854	0.901	0.207
"Ushbp1"	-0.017	-0.208	0.174	10.259	-0.186	0.855	0.901	0.147
"Cdk7"	0.013	-0.14	0.167	11.983	0.186	0.855	0.901	0.148
"Mid1ip1"	0.02	-0.21	0.251	14.664	0.186	0.855	0.901	0.16
"Olr734"	-0.292	-3.603	3.02	3.193	-0.186	0.855	0.901	0.284
"Vdr"	0.07	-0.728	0.868	1.932	0.185	0.855	0.901	0.105
"Zdhhc2"	0.033	-0.34	0.405	13.183	0.185	0.855	0.901	0.211
"Lhb"	-0.038	-0.468	0.393	6.552	-0.185	0.855	0.901	0.862
"Caps2"	0.049	-0.512	0.61	4.807	0.185	0.856	0.901	0.274
"LOC298902"	-0.023	-0.281	0.236	1.626	-0.185	0.856	0.902	0.075
"Gle1"	0.018	-0.193	0.23	10.678	0.184	0.856	0.902	0.216
"Olr283"	0.009	-0.095	0.113	1.427	0.184	0.856	0.902	0.101
"LOC102551265"	-0.009	-0.116	0.097	1.382	-0.183	0.857	0.903	0.378
"Olr330"	-0.17	-2.135	1.795	1.819	-0.183	0.857	0.903	0.057
"RGD1561230"	0.034	-0.355	0.422	1.723	0.183	0.857	0.903	0.171
"Olr1515"	0.045	-0.477	0.567	3.807	0.182	0.857	0.903	0.086
"Myct1"	-0.072	-0.903	0.759	2.186	-0.182	0.858	0.903	0.195
"Itpka"	0.027	-0.291	0.346	9.641	0.182	0.858	0.903	0.123
"Lrriq4"	-0.083	-1.052	0.885	4.375	-0.182	0.858	0.903	0.213
"Ins1"	-0.034	-0.429	0.361	7.753	-0.181	0.858	0.904	0.32
"RGD1564308"	-0.038	-0.485	0.408	8.854	-0.181	0.859	0.904	0.219
"Washc4"	0.022	-0.238	0.283	9.497	0.18	0.859	0.905	0.176
"Abcb8"	0.023	-0.248	0.294	10.32	0.18	0.86	0.905	0.101
"Olr344"	-0.05	-0.64	0.54	1.581	-0.18	0.86	0.905	0.064
"Wnt9a"	-0.058	-0.736	0.621	4.11	-0.179	0.86	0.905	0.181
"Mmp27"	0.008	-0.091	0.107	1.381	0.179	0.86	0.905	0.321
"Olr442"	-0.009	-0.109	0.092	1.343	-0.179	0.86	0.905	0.157
"Galntl5"	0.077	-0.837	0.992	2.373	0.178	0.861	0.906	0.102
"Olr1583"	0.061	-0.666	0.788	4.991	0.178	0.861	0.906	0.102
"Olr464"	-0.008	-0.107	0.09	1.352	-0.178	0.861	0.906	0.839
"Rfx6"	-0.04	-0.516	0.436	1.642	-0.178	0.861	0.906	0.088
"Gramd1a"	-0.025	-0.317	0.268	10.249	-0.177	0.861	0.906	0.143
"Il1rl2"	0.101	-1.105	1.308	2.843	0.177	0.861	0.906	0.206
"Olr1620"	-0.096	-1.243	1.05	1.945	-0.177	0.862	0.906	0.096
"Osgin2"	-0.039	-0.508	0.429	8.75	-0.177	0.862	0.906	0.226
"Ptar1"	0.034	-0.372	0.44	5.623	0.177	0.862	0.906	0.227
"Aaas"	-0.02	-0.262	0.221	9.886	-0.176	0.862	0.907	0.184
"Klk5"	0.059	-0.643	0.76	4.513	0.176	0.862	0.907	0.202
"Sult1d1"	0.052	-0.569	0.673	7.962	0.176	0.862	0.907	0.391
"Arl10"	0.045	-0.492	0.581	4.397	0.176	0.862	0.907	0.452
"Apex2"	-0.117	-1.523	1.289	2.865	-0.176	0.863	0.907	0.163
"Polr2j"	-0.012	-0.152	0.129	13.015	-0.175	0.863	0.907	0.101
"Csn2"	0.013	-0.141	0.167	8.353	0.175	0.863	0.908	0.158
"Bsnd"	-0.038	-0.498	0.422	1.415	-0.175	0.864	0.908	0.071
"LOC680520"	-0.068	-0.894	0.758	1.663	-0.174	0.864	0.908	0.084
"Nt5dc3"	-0.089	-1.162	0.985	4.114	-0.174	0.864	0.908	0.716
"Telo2"	0.023	-0.252	0.297	10.372	0.174	0.864	0.908	0.31
"Olr577"	-0.083	-1.085	0.92	1.74	-0.174	0.864	0.908	0.529
"Fbln2"	0.079	-0.88	1.038	9.773	0.174	0.864	0.908	0.221
"Coil"	0.018	-0.2	0.235	7.796	0.173	0.865	0.908	0.391
"Fpr-rs4"	-0.009	-0.121	0.103	1.465	-0.173	0.865	0.908	0.147
"Inpp1"	-0.024	-0.311	0.264	12.109	-0.173	0.865	0.909	0.105
"Atg16l1"	-0.025	-0.327	0.278	9.5	-0.172	0.865	0.909	0.15
"Olr1421"	0.045	-0.51	0.6	1.775	0.172	0.865	0.909	0.073
"Olr681"	-0.175	-2.326	1.976	1.865	-0.172	0.865	0.909	0.086
"Zcchc9"	0.015	-0.166	0.195	12.726	0.172	0.865	0.909	0.069
"LOC680406"	-0.01	-0.127	0.108	1.432	-0.171	0.866	0.909	0.673
"Pou6f1"	0.025	-0.281	0.331	7.371	0.171	0.866	0.909	0.095
"Mycs"	0.06	-0.679	0.799	5.158	0.171	0.866	0.91	0.379
"Ccdc88c"	-0.101	-1.347	1.146	2.246	-0.171	0.866	0.91	0.064
"Fancl"	0.072	-0.817	0.961	3.776	0.17	0.867	0.91	0.083
"Nans"	-0.028	-0.37	0.314	10.188	-0.17	0.867	0.91	0.066
"Nppb"	0.04	-0.455	0.535	2.945	0.17	0.867	0.91	0.054
"Olr1558"	-0.023	-0.311	0.265	1.406	-0.171	0.867	0.91	0.207
"Raet1c"	-0.038	-0.509	0.433	1.773	-0.17	0.867	0.91	0.094
"Mbl2"	0.008	-0.095	0.112	1.422	0.17	0.867	0.91	0.179
"Trmu"	-0.018	-0.244	0.207	8.764	-0.17	0.867	0.91	0.25
"Cst3"	0.017	-0.199	0.234	17.778	0.17	0.867	0.91	0.158
"Dsel"	-0.019	-0.253	0.216	7.248	-0.169	0.868	0.91	0.281
"Rnase4"	-0.021	-0.279	0.238	11.793	-0.169	0.868	0.91	0.09
"Zbtb1"	-0.031	-0.423	0.36	7.757	-0.169	0.868	0.91	0.063
"Tspan12"	0.041	-0.475	0.557	10.513	0.169	0.868	0.911	0.119
"Abra"	-0.046	-0.616	0.525	4.1	-0.168	0.868	0.911	0.1
"Olr234"	-0.042	-0.566	0.483	1.644	-0.168	0.868	0.911	0.109
"Katnb1"	-0.034	-0.456	0.389	8.427	-0.168	0.869	0.911	0.14
"Tex10"	-0.041	-0.56	0.478	6.447	-0.168	0.869	0.911	0.13
"Alox15b"	-0.011	-0.149	0.127	1.537	-0.168	0.869	0.911	0.087
"Spata4"	-0.028	-0.385	0.328	1.497	-0.168	0.869	0.911	0.109
"Zfp347"	0.021	-0.244	0.286	9.096	0.167	0.869	0.911	0.094
"Parg"	0.081	-0.946	1.109	6.701	0.167	0.869	0.911	0.112
"Yipf5"	0.021	-0.25	0.293	8.581	0.167	0.869	0.911	0.324
"Cep295"	0.044	-0.509	0.597	7.93	0.167	0.869	0.911	0.102
"Best4"	-0.091	-1.241	1.059	2.909	-0.166	0.87	0.912	0.077
"Nhp2"	0.018	-0.214	0.251	12.045	0.166	0.87	0.912	0.096
"LOC300308"	-0.061	-0.833	0.712	2.552	-0.166	0.87	0.912	0.233
"Rfc4"	-0.02	-0.278	0.238	10.177	-0.165	0.871	0.913	0.232
"Olr733"	0.029	-0.343	0.401	5.848	0.165	0.871	0.913	0.125
"LOC691196"	-0.03	-0.411	0.352	1.429	-0.165	0.871	0.913	0.155
"RGD1561151"	0.07	-0.823	0.963	1.867	0.165	0.871	0.913	0.139
"Dars2"	-0.011	-0.15	0.128	10.335	-0.164	0.872	0.913	0.292
"Olr516"	0.093	-1.101	1.287	1.486	0.164	0.872	0.913	0.176
"RGD1564347"	-0.028	-0.389	0.333	1.725	-0.164	0.872	0.913	0.15
"Setdb1"	0.017	-0.202	0.236	10.544	0.164	0.872	0.913	0.113
"RGD1359449"	-0.008	-0.106	0.091	1.302	-0.163	0.872	0.913	0.076
"Tpbpa"	-0.02	-0.276	0.236	1.448	-0.163	0.873	0.914	0.147
"Vom2r11"	0.157	-1.879	2.193	2.298	0.163	0.873	0.914	0.076
"Cdx1"	0.041	-0.49	0.571	1.768	0.162	0.873	0.914	0.123
"Msx1"	-0.036	-0.503	0.431	11.291	-0.162	0.874	0.914	0.083
"Olr1193"	0.066	-0.793	0.924	3.484	0.162	0.874	0.914	0.079
"Olr1196"	0.087	-1.053	1.228	4.704	0.162	0.874	0.914	0.082
"Olr334"	-0.007	-0.102	0.088	1.351	-0.162	0.873	0.914	0.108
"Olr823"	-0.341	-4.795	4.113	2.358	-0.162	0.874	0.914	0.09
"Prkag2"	0.032	-0.383	0.446	10.174	0.162	0.873	0.914	0.191
"Zfp7"	-0.073	-1.032	0.885	3.922	-0.162	0.874	0.914	0.123
"RGD1565058"	-0.062	-0.874	0.75	3.692	-0.161	0.874	0.915	0.447
"Il12b"	-0.056	-0.789	0.678	1.553	-0.16	0.875	0.915	0.073
"LOC288331"	-0.103	-1.456	1.251	1.908	-0.16	0.875	0.915	0.059
"Cysltr2"	0.08	-0.982	1.142	2.793	0.159	0.875	0.916	0.137
"Lrrfip2"	-0.014	-0.205	0.176	13.926	-0.16	0.875	0.916	0.443
"Lsm3"	-0.016	-0.235	0.202	14.718	-0.16	0.875	0.916	0.052
"Olr1450"	-0.05	-0.712	0.612	3.914	-0.159	0.875	0.916	0.382
"Olr652"	-0.036	-0.512	0.44	1.49	-0.159	0.876	0.916	0.115
"Thbs1"	-0.13	-1.87	1.609	2.56	-0.158	0.876	0.916	0.164
"Zfp354a"	0.023	-0.282	0.328	11.085	0.158	0.876	0.916	0.078
"Slc9a4"	-0.075	-1.077	0.927	2.427	-0.158	0.876	0.917	0.111
"Loxl4"	0.052	-0.644	0.748	3.513	0.158	0.877	0.917	0.086
"Cyp2d2"	-0.057	-0.815	0.702	1.701	-0.158	0.877	0.917	0.48
"Il12rb2"	-0.068	-0.98	0.844	1.878	-0.158	0.877	0.917	0.075
"Hdac3"	-0.016	-0.234	0.202	11.222	-0.157	0.877	0.917	0.049
"Msgn1"	0.051	-0.637	0.739	6.583	0.157	0.877	0.917	0.107
"Olr717"	-0.08	-1.157	0.997	2.322	-0.157	0.877	0.917	0.142
"Nhlh2"	0.022	-0.276	0.321	5.902	0.157	0.877	0.917	0.22
"Chchd1"	0.019	-0.238	0.276	14.21	0.156	0.878	0.918	0.227
"Eda"	-0.04	-0.585	0.505	6.214	-0.156	0.878	0.918	0.131
"RGD1359290"	-0.056	-0.822	0.709	1.773	-0.155	0.878	0.918	0.079
"Il11"	-0.038	-0.551	0.475	1.594	-0.155	0.879	0.918	0.053
"Olr1463"	-0.091	-1.335	1.153	1.977	-0.155	0.879	0.918	0.077
"Tex11"	0.116	-1.467	1.7	1.872	0.155	0.879	0.918	0.084
"Olr1146"	-0.086	-1.263	1.091	1.539	-0.154	0.879	0.919	0.324
"Matn3"	-0.075	-1.104	0.954	1.773	-0.154	0.879	0.919	0.236
"Olr720"	0.04	-0.505	0.585	5.644	0.154	0.88	0.919	0.101
"Sh2d7"	-0.089	-1.315	1.137	3.28	-0.153	0.88	0.919	0.101
"Hoxc8"	0.027	-0.34	0.393	11.229	0.153	0.88	0.919	0.092
"Ensa"	0.014	-0.182	0.211	10.685	0.152	0.881	0.92	0.108
"Pabpc1l"	-0.023	-0.34	0.295	1.471	-0.152	0.881	0.92	0.195
"Vom2r69"	0.045	-0.584	0.674	1.477	0.152	0.881	0.92	0.235
"Olr1638"	0.098	-1.266	1.462	2.733	0.152	0.881	0.92	0.102
"Olr114"	0.011	-0.138	0.159	1.579	0.151	0.882	0.921	0.073
"Olr378"	0.013	-0.165	0.191	1.562	0.151	0.882	0.921	0.122
"Olr858"	-0.033	-0.498	0.432	1.568	-0.151	0.882	0.921	0.117
"Neu4"	0.023	-0.303	0.35	10.539	0.15	0.882	0.921	0.095
"Olr1479"	0.043	-0.564	0.65	4.027	0.149	0.883	0.922	0.121
"Rspo3"	-0.038	-0.574	0.498	8.138	-0.149	0.883	0.922	0.139
"LOC691135"	-0.08	-1.21	1.051	1.945	-0.149	0.884	0.922	0.138
"Myo7b"	0.096	-1.263	1.455	2.716	0.149	0.883	0.922	0.073
"RatNP-3b"	0.103	-1.358	1.564	4.518	0.149	0.884	0.922	0.121
"Mstn"	-0.042	-0.633	0.55	3.001	-0.148	0.884	0.922	0.186
"Olr1595"	-0.048	-0.731	0.635	3.907	-0.148	0.884	0.922	0.389
"Crispld1"	0.046	-0.611	0.703	4.474	0.148	0.884	0.922	0.174
"LOC100910107"	-0.039	-0.601	0.522	7.585	-0.148	0.884	0.922	0.171
"LOC689730"	-0.039	-0.601	0.522	7.585	-0.148	0.884	0.922	0.133
"Mrpl10"	-0.014	-0.213	0.185	8.882	-0.148	0.884	0.922	0.088
"Olr1139"	-0.022	-0.332	0.289	1.47	-0.148	0.884	0.922	0.097
"Olr1415"	-0.024	-0.367	0.319	6.507	-0.147	0.885	0.923	0.286
"LOC100294508"	-0.011	-0.173	0.15	12.007	-0.147	0.885	0.923	0.11
"Eif2b5"	0.014	-0.188	0.216	11.604	0.147	0.885	0.923	0.27
"LOC100363867"	0.026	-0.346	0.398	4.629	0.147	0.885	0.923	0.209
"Olr696"	-0.031	-0.478	0.416	1.402	-0.146	0.885	0.923	0.106
"Nr5a2"	0.035	-0.468	0.537	3.708	0.146	0.885	0.923	0.143
"Efcab2"	-0.032	-0.503	0.438	11.131	-0.146	0.886	0.923	0.09
"RGD1561916"	0.034	-0.454	0.522	11.442	0.145	0.886	0.924	0.339
"Fpr1"	-0.027	-0.422	0.368	1.451	-0.145	0.887	0.924	0.067
"Hao1"	0.021	-0.29	0.333	4.812	0.145	0.887	0.924	0.133
"Hexim1"	-0.013	-0.198	0.173	10.614	-0.145	0.887	0.924	0.062
"Msi1"	-0.017	-0.266	0.232	5.448	-0.144	0.887	0.924	0.378
"Olr104"	0.12	-1.637	1.878	2.296	0.144	0.887	0.924	0.101
"Zfp455"	-0.027	-0.426	0.372	7.592	-0.144	0.887	0.924	0.133
"Gpr35"	0.064	-0.87	0.997	3.563	0.144	0.887	0.925	0.216
"Olr1516"	-0.032	-0.501	0.437	5.805	-0.144	0.887	0.925	0.652
"Ankrd44"	0.022	-0.299	0.342	6.036	0.143	0.888	0.925	0.265
"Cxcl6"	-0.111	-1.744	1.522	2.491	-0.143	0.888	0.925	0.254
"Gpr156"	-0.021	-0.324	0.283	5.112	-0.143	0.888	0.925	0.125
"Prima1"	0.016	-0.227	0.26	8.869	0.143	0.888	0.925	0.189
"Cmtm4"	-0.016	-0.25	0.219	6.686	-0.143	0.888	0.925	0.101
"Klk10"	0.056	-0.774	0.886	1.858	0.143	0.888	0.925	0.099
"Olr827"	-0.032	-0.499	0.436	1.497	-0.143	0.888	0.925	0.294
"Smndc1"	0.034	-0.473	0.541	7.41	0.143	0.888	0.925	0.312
"Rpp40"	0.015	-0.214	0.245	9.196	0.142	0.888	0.925	0.151
"Nkx2-2"	-0.018	-0.283	0.247	7.82	-0.142	0.889	0.925	0.352
"Tmem170b"	0.032	-0.45	0.514	8.68	0.141	0.889	0.926	0.695
"Hes2"	0.033	-0.466	0.533	4.148	0.141	0.89	0.926	0.219
"Serpina9"	-0.026	-0.409	0.357	1.713	-0.141	0.89	0.926	0.216
"Olr176"	-0.07	-1.114	0.975	3.431	-0.141	0.89	0.926	0.094
"Prm2"	-0.029	-0.463	0.405	3.893	-0.14	0.89	0.927	0.112
"RGD1562171"	0.011	-0.157	0.179	16.397	0.14	0.891	0.927	0.145
"Abtb1"	0.014	-0.197	0.225	10.004	0.14	0.891	0.927	0.122
"Olr1448"	-0.025	-0.406	0.355	1.527	-0.139	0.891	0.927	0.199
"Olr1525"	-0.04	-0.643	0.563	1.509	-0.139	0.891	0.927	0.162
"Olr63"	-0.033	-0.533	0.467	5.178	-0.139	0.891	0.927	0.231
"Pla2g2d"	0.093	-1.321	1.506	2.904	0.138	0.891	0.928	0.162
"Ankrd36"	0.083	-1.193	1.359	4.148	0.138	0.892	0.928	0.231
"Hivep2"	0.01	-0.148	0.168	10.658	0.138	0.892	0.928	0.965
"Mybphl"	0.019	-0.276	0.314	7.336	0.138	0.892	0.928	0.294
"RGD1564999"	0.037	-0.526	0.599	1.712	0.138	0.892	0.928	0.656
"Spag6"	0.049	-0.7	0.798	4.382	0.138	0.892	0.928	0.501
"Acer2"	-0.025	-0.402	0.353	8.335	-0.138	0.892	0.928	0.231
"Polr3b"	0.019	-0.271	0.309	8.98	0.138	0.892	0.928	0.474
"RGD1564854"	-0.034	-0.555	0.487	1.778	-0.137	0.892	0.928	0.465
"Thoc6"	-0.017	-0.281	0.246	9.852	-0.137	0.892	0.928	0.109
"Trpm8"	0.033	-0.479	0.546	4.132	0.137	0.892	0.928	0.07
"Nkx2-4"	0.02	-0.294	0.334	10.394	0.137	0.893	0.928	0.476
"Ufm1"	0.014	-0.204	0.232	10.407	0.137	0.893	0.928	0.053
"Lcn4"	0.018	-0.254	0.289	1.409	0.137	0.893	0.928	0.202
"Ipmk"	-0.011	-0.185	0.163	12.713	-0.136	0.893	0.928	0.081
"Sprr3"	-0.185	-3.052	2.683	3.345	-0.136	0.893	0.929	0.687
"Krt4"	0.073	-1.069	1.216	1.801	0.136	0.894	0.929	0.119
"Zp4"	-0.102	-1.689	1.485	2.276	-0.136	0.894	0.929	0.363
"Muc4"	-0.026	-0.439	0.386	2.889	-0.135	0.894	0.929	0.572
"Esam"	0.028	-0.403	0.458	10.68	0.135	0.894	0.929	0.175
"RGD1306750"	-0.033	-0.549	0.483	1.559	-0.135	0.894	0.929	0.271
"Golim4"	0.014	-0.201	0.228	6.138	0.135	0.894	0.929	0.81
"Lipk"	0.01	-0.149	0.17	1.519	0.135	0.894	0.929	0.516
"Acoxl"	0.14	-2.068	2.349	3.017	0.134	0.895	0.929	0.631
"B4galt7"	-0.011	-0.192	0.169	11.484	-0.134	0.895	0.929	0.345
"Vom2r59"	-0.071	-1.19	1.048	2.431	-0.134	0.895	0.929	0.174
"Olr1364"	-0.034	-0.572	0.503	1.989	-0.134	0.895	0.93	0.335
"Ankfy1"	-0.01	-0.176	0.155	8.301	-0.134	0.895	0.93	0.486
